i,date,pm10,station_code,station_name,max_temp,min_temp,mean_temp,min_ground_temp,sum_precipitation,type_precipitation,show_height
4684,2013-10-29,25.0,250190390,KRAKÓW-OBSERWATORIUM,20.6,10.8,14.2,8.7,0.0,W,0
4685,2013-10-30,33.0,250190390,KRAKÓW-OBSERWATORIUM,14.4,10.1,11.3,8.5,0.0,W,0
4686,2013-10-31,58.0,250190390,KRAKÓW-OBSERWATORIUM,13.3,1.6,6.1,0.4,0.0,,0
4687,2013-11-01,87.0,250190390,KRAKÓW-OBSERWATORIUM,16.2,0.9,6.7,0.0,0.0,,0
4688,2013-11-02,68.0,250190390,KRAKÓW-OBSERWATORIUM,15.3,4.1,8.9,2.9,0.0,W,0
4689,2013-11-03,17.5,250190390,KRAKÓW-OBSERWATORIUM,14.9,8.3,10.6,5.9,9.3,W,0
4690,2013-11-04,15.0,250190390,KRAKÓW-OBSERWATORIUM,12.6,3.8,7.8,2.0,0.4,W,0
4691,2013-11-05,27.0,250190390,KRAKÓW-OBSERWATORIUM,11.0,6.2,7.8,4.2,15.6,W,0
4692,2013-11-06,17.5,250190390,KRAKÓW-OBSERWATORIUM,9.1,3.2,5.4,2.0,4.7,W,0
4693,2013-11-07,17.0,250190390,KRAKÓW-OBSERWATORIUM,13.9,5.2,9.7,3.7,0.4,W,0
4694,2013-11-08,35.0,250190390,KRAKÓW-OBSERWATORIUM,19.3,9.5,12.6,6.4,0.0,,0
4695,2013-11-09,49.5,250190390,KRAKÓW-OBSERWATORIUM,13.2,5.9,8.6,4.3,17.6,W,0
4696,2013-11-10,16.5,250190390,KRAKÓW-OBSERWATORIUM,10.9,6.0,7.4,3.5,0.2,W,0
4697,2013-11-11,25.5,250190390,KRAKÓW-OBSERWATORIUM,8.0,5.2,6.3,3.3,0.0,W,0
4698,2013-11-12,40.0,250190390,KRAKÓW-OBSERWATORIUM,5.8,3.5,4.6,2.4,0.0,,0
4699,2013-11-13,79.5,250190390,KRAKÓW-OBSERWATORIUM,5.7,0.4,3.6,-0.6,0.5,W,0
4700,2013-11-14,57.0,250190390,KRAKÓW-OBSERWATORIUM,8.4,2.4,4.6,-0.2,0.0,W,0
4701,2013-11-15,108.0,250190390,KRAKÓW-OBSERWATORIUM,4.0,-0.8,1.9,-1.9,0.0,W,0
4702,2013-11-16,115.0,250190390,KRAKÓW-OBSERWATORIUM,5.6,2.0,3.8,0.0,0.0,,0
4703,2013-11-17,60.0,250190390,KRAKÓW-OBSERWATORIUM,6.6,1.4,3.6,0.8,0.0,,0
4704,2013-11-18,69.5,250190390,KRAKÓW-OBSERWATORIUM,9.0,2.4,5.2,0.4,0.0,,0
4705,2013-11-19,88.5,250190390,KRAKÓW-OBSERWATORIUM,14.2,-0.7,5.0,-2.2,0.6,W,0
4706,2013-11-20,67.5,250190390,KRAKÓW-OBSERWATORIUM,15.1,1.4,7.4,-0.7,8.1,W,0
4707,2013-11-21,41.0,250190390,KRAKÓW-OBSERWATORIUM,9.5,6.0,7.4,5.3,1.8,W,0
4708,2013-11-22,60.0,250190390,KRAKÓW-OBSERWATORIUM,8.1,5.3,6.5,4.9,0.1,W,0
4709,2013-11-23,48.0,250190390,KRAKÓW-OBSERWATORIUM,9.2,6.3,7.7,5.9,1.0,W,0
4710,2013-11-24,21.0,250190390,KRAKÓW-OBSERWATORIUM,9.2,5.8,7.3,5.4,5.3,S,0
4711,2013-11-25,13.0,250190390,KRAKÓW-OBSERWATORIUM,6.3,0.4,2.6,-0.2,0.6,S,0
4712,2013-11-26,15.0,250190390,KRAKÓW-OBSERWATORIUM,2.5,0.6,1.3,-0.8,0.0,W,0
4713,2013-11-27,44.0,250190390,KRAKÓW-OBSERWATORIUM,1.8,-2.6,-1.2,-4.1,0.0,,0
4714,2013-11-28,36.5,250190390,KRAKÓW-OBSERWATORIUM,3.4,-3.4,0.5,-4.6,0.0,W,0
4715,2013-11-29,30.5,250190390,KRAKÓW-OBSERWATORIUM,4.6,1.8,3.2,-0.5,0.1,W,0
4716,2013-11-30,24.0,250190390,KRAKÓW-OBSERWATORIUM,5.3,2.4,3.6,-1.2,0.3,W,0
4717,2013-12-01,19.0,250190390,KRAKÓW-OBSERWATORIUM,5.8,2.5,4.1,-0.2,0.2,W,0
4718,2013-12-02,44.5,250190390,KRAKÓW-OBSERWATORIUM,6.6,0.8,3.1,-3.5,0.0,,0
4719,2013-12-03,155.0,250190390,KRAKÓW-OBSERWATORIUM,4.3,-4.5,-1.3,-7.0,0.0,,0
4720,2013-12-04,91.0,250190390,KRAKÓW-OBSERWATORIUM,4.2,-3.6,-0.4,-6.4,0.5,S,0
4721,2013-12-05,30.0,250190390,KRAKÓW-OBSERWATORIUM,5.1,0.1,2.4,-1.6,5.1,S,0
4722,2013-12-06,17.5,250190390,KRAKÓW-OBSERWATORIUM,6.0,1.0,2.5,-1.1,1.0,S,0
4723,2013-12-07,18.0,250190390,KRAKÓW-OBSERWATORIUM,1.5,-2.1,-0.4,-4.6,0.0,W,1
4724,2013-12-08,29.5,250190390,KRAKÓW-OBSERWATORIUM,1.4,-2.9,-0.8,-6.4,3.8,W,1
4725,2013-12-09,13.0,250190390,KRAKÓW-OBSERWATORIUM,6.2,0.2,3.6,-1.2,8.2,W,0
4726,2013-12-10,64.5,250190390,KRAKÓW-OBSERWATORIUM,4.0,-3.5,-1.2,-5.6,0.0,,0
4727,2013-12-11,82.0,250190390,KRAKÓW-OBSERWATORIUM,5.8,-2.7,2.3,-5.2,0.0,,0
4728,2013-12-12,44.0,250190390,KRAKÓW-OBSERWATORIUM,6.5,1.4,3.6,-0.8,0.0,,0
4729,2013-12-13,85.0,250190390,KRAKÓW-OBSERWATORIUM,5.8,-2.2,1.0,-3.0,0.0,,0
4730,2013-12-14,71.5,250190390,KRAKÓW-OBSERWATORIUM,2.8,-2.7,-0.4,-4.6,0.0,,0
4731,2013-12-15,42.0,250190390,KRAKÓW-OBSERWATORIUM,4.7,0.4,2.6,-0.6,0.1,W,0
4732,2013-12-16,87.5,250190390,KRAKÓW-OBSERWATORIUM,9.1,2.4,4.5,-2.6,0.0,,0
4733,2013-12-17,114.5,250190390,KRAKÓW-OBSERWATORIUM,6.0,-2.7,0.6,-6.0,0.0,,0
4734,2013-12-18,103.0,250190390,KRAKÓW-OBSERWATORIUM,2.3,-2.6,-0.7,-5.8,0.0,,0
4735,2013-12-19,165.5,250190390,KRAKÓW-OBSERWATORIUM,0.6,-4.0,-2.1,-6.5,0.0,,0
4736,2013-12-20,103.0,250190390,KRAKÓW-OBSERWATORIUM,2.7,-3.6,-0.9,-6.0,0.0,S,0
4737,2013-12-21,106.0,250190390,KRAKÓW-OBSERWATORIUM,6.5,-1.0,1.2,-4.6,0.0,,0
4738,2013-12-22,165.5,250190390,KRAKÓW-OBSERWATORIUM,6.2,-4.1,0.3,-6.6,0.1,W,0
4739,2013-12-23,76.0,250190390,KRAKÓW-OBSERWATORIUM,9.7,0.5,3.7,-2.6,0.0,,0
4740,2013-12-24,59.0,250190390,KRAKÓW-OBSERWATORIUM,12.9,-1.3,4.5,-4.4,0.0,,0
4741,2013-12-25,21.5,250190390,KRAKÓW-OBSERWATORIUM,13.9,0.8,6.9,-3.1,0.0,,0
4742,2013-12-26,23.0,250190390,KRAKÓW-OBSERWATORIUM,12.1,7.4,9.2,1.0,0.6,S,0
4743,2013-12-27,94.5,250190390,KRAKÓW-OBSERWATORIUM,11.0,4.8,6.7,-0.1,0.0,W,0
4744,2013-12-28,101.5,250190390,KRAKÓW-OBSERWATORIUM,14.9,-1.8,4.7,-3.9,0.0,,0
4745,2013-12-29,48.0,250190390,KRAKÓW-OBSERWATORIUM,9.4,2.5,5.6,-1.2,0.0,,0
4746,2013-12-30,103.5,250190390,KRAKÓW-OBSERWATORIUM,7.3,0.9,2.9,-3.5,0.0,,0
4747,2013-12-31,90.0,250190390,KRAKÓW-OBSERWATORIUM,2.1,-2.7,-0.2,-5.5,0.0,W,0
4748,2014-01-01,99.5,250190390,KRAKÓW-OBSERWATORIUM,1.6,-1.1,0.3,-1.6,0.0,,0
4749,2014-01-02,143.5,250190390,KRAKÓW-OBSERWATORIUM,3.2,-5.3,-1.5,-7.0,0.0,,0
4750,2014-01-03,194.0,250190390,KRAKÓW-OBSERWATORIUM,8.0,-1.5,2.0,-4.5,0.0,,0
4751,2014-01-04,155.5,250190390,KRAKÓW-OBSERWATORIUM,7.4,-1.7,2.7,-4.6,1.7,W,0
4752,2014-01-05,79.0,250190390,KRAKÓW-OBSERWATORIUM,9.5,4.4,7.0,1.0,0.9,W,0
4753,2014-01-06,59.0,250190390,KRAKÓW-OBSERWATORIUM,9.1,2.9,5.1,-2.0,0.0,,0
4754,2014-01-07,144.5,250190390,KRAKÓW-OBSERWATORIUM,6.7,-0.6,2.6,-3.1,0.0,W,0
4755,2014-01-08,80.0,250190390,KRAKÓW-OBSERWATORIUM,10.2,-0.2,4.7,-2.6,0.1,W,0
4756,2014-01-09,99.0,250190390,KRAKÓW-OBSERWATORIUM,8.7,1.0,4.2,-2.8,4.9,W,0
4757,2014-01-10,24.0,250190390,KRAKÓW-OBSERWATORIUM,8.3,4.5,6.5,0.5,0.4,W,0
4758,2014-01-11,29.0,250190390,KRAKÓW-OBSERWATORIUM,8.3,3.7,5.4,-0.9,1.8,S,0
4759,2014-01-12,14.0,250190390,KRAKÓW-OBSERWATORIUM,7.3,3.1,4.4,0.2,0.1,S,0
4760,2014-01-13,43.5,250190390,KRAKÓW-OBSERWATORIUM,4.7,0.4,1.8,-2.9,0.0,,0
4761,2014-01-14,111.0,250190390,KRAKÓW-OBSERWATORIUM,2.6,-3.3,-0.2,-5.9,6.1,W,0
4762,2014-01-15,65.5,250190390,KRAKÓW-OBSERWATORIUM,4.5,1.9,3.0,0.2,0.5,W,0
4763,2014-01-16,75.0,250190390,KRAKÓW-OBSERWATORIUM,7.1,1.2,3.4,-0.6,0.0,W,0
4764,2014-01-17,121.0,250190390,KRAKÓW-OBSERWATORIUM,9.2,-0.2,3.8,-3.1,1.5,W,0
4765,2014-01-18,73.0,250190390,KRAKÓW-OBSERWATORIUM,6.0,2.7,4.5,0.6,3.7,W,0
4766,2014-01-19,38.0,250190390,KRAKÓW-OBSERWATORIUM,5.8,3.2,4.4,2.3,2.6,W,0
4767,2014-01-20,53.0,250190390,KRAKÓW-OBSERWATORIUM,5.2,0.4,2.2,-0.7,6.5,W,0
4768,2014-01-21,29.0,250190390,KRAKÓW-OBSERWATORIUM,0.7,-2.5,-1.2,-2.8,7.3,S,0
4769,2014-01-22,41.0,250190390,KRAKÓW-OBSERWATORIUM,-2.2,-5.5,-4.3,-5.5,0.3,S,6
4770,2014-01-23,62.0,250190390,KRAKÓW-OBSERWATORIUM,-4.7,-6.7,-5.8,-6.3,0.0,W,6
4771,2014-01-24,59.5,250190390,KRAKÓW-OBSERWATORIUM,-5.4,-10.4,-8.4,-10.5,0.0,W,6
4772,2014-01-25,63.0,250190390,KRAKÓW-OBSERWATORIUM,-10.1,-13.2,-12.1,-12.4,4.7,S,4
4773,2014-01-26,49.5,250190390,KRAKÓW-OBSERWATORIUM,-7.3,-12.3,-10.0,-12.9,1.6,S,10
4774,2014-01-27,66.5,250190390,KRAKÓW-OBSERWATORIUM,-5.6,-11.8,-8.7,-14.9,0.5,S,9
4775,2014-01-28,69.0,250190390,KRAKÓW-OBSERWATORIUM,-6.1,-8.8,-7.5,-8.9,0.9,S,10
4776,2014-01-29,56.0,250190390,KRAKÓW-OBSERWATORIUM,-5.1,-8.3,-6.6,-8.0,0.0,W,11
4777,2014-01-30,48.0,250190390,KRAKÓW-OBSERWATORIUM,-5.5,-8.3,-7.1,-9.5,0.0,,10
4778,2014-01-31,65.0,250190390,KRAKÓW-OBSERWATORIUM,-1.7,-10.4,-6.1,-11.4,0.0,,10
4779,2014-02-01,56.5,250190390,KRAKÓW-OBSERWATORIUM,8.0,-5.5,0.5,-7.5,0.0,W,9
4780,2014-02-02,71.5,250190390,KRAKÓW-OBSERWATORIUM,5.6,0.7,2.5,-0.8,3.9,W,6
4781,2014-02-03,121.0,250190390,KRAKÓW-OBSERWATORIUM,3.3,-3.9,-1.4,-7.1,0.0,,4
4782,2014-02-04,221.5,250190390,KRAKÓW-OBSERWATORIUM,5.9,-8.1,-2.9,-10.4,0.0,,4
4783,2014-02-05,119.0,250190390,KRAKÓW-OBSERWATORIUM,11.5,-6.3,1.0,-8.5,0.0,,4
4784,2014-02-06,117.0,250190390,KRAKÓW-OBSERWATORIUM,7.4,-1.8,1.5,-4.4,0.0,,3
4785,2014-02-07,101.5,250190390,KRAKÓW-OBSERWATORIUM,10.3,-4.4,2.1,-5.8,0.0,,0
4786,2014-02-08,113.5,250190390,KRAKÓW-OBSERWATORIUM,10.3,0.9,4.4,-2.3,0.0,,0
4787,2014-02-09,88.0,250190390,KRAKÓW-OBSERWATORIUM,12.3,0.2,5.1,-2.7,4.6,W,0
4788,2014-02-10,55.5,250190390,KRAKÓW-OBSERWATORIUM,9.8,1.6,4.5,-1.0,0.3,W,0
4789,2014-02-11,34.5,250190390,KRAKÓW-OBSERWATORIUM,8.3,2.8,5.4,-1.1,2.2,W,0
4790,2014-02-12,53.5,250190390,KRAKÓW-OBSERWATORIUM,6.5,1.0,3.4,0.2,7.6,S,0
4791,2014-02-13,62.0,250190390,KRAKÓW-OBSERWATORIUM,4.9,-1.9,0.8,-2.1,0.5,W,0
4792,2014-02-14,68.0,250190390,KRAKÓW-OBSERWATORIUM,7.3,-1.7,2.9,-3.7,0.0,W,0
4793,2014-02-15,69.5,250190390,KRAKÓW-OBSERWATORIUM,10.8,-2.7,2.9,-5.1,0.0,,0
4794,2014-02-16,58.0,250190390,KRAKÓW-OBSERWATORIUM,9.8,-1.3,4.1,-3.6,0.0,,0
4795,2014-02-17,56.5,250190390,KRAKÓW-OBSERWATORIUM,11.0,1.3,4.7,-2.6,0.0,,0
4796,2014-02-18,110.5,250190390,KRAKÓW-OBSERWATORIUM,12.2,-2.6,3.0,-5.4,0.0,,0
4797,2014-02-19,118.0,250190390,KRAKÓW-OBSERWATORIUM,8.4,-0.1,3.6,-2.7,0.0,W,0
4798,2014-02-20,89.0,250190390,KRAKÓW-OBSERWATORIUM,11.0,2.8,5.7,-0.8,0.0,,0
4799,2014-02-21,135.0,250190390,KRAKÓW-OBSERWATORIUM,11.0,-2.1,3.6,-4.8,0.4,W,0
4800,2014-02-22,80.0,250190390,KRAKÓW-OBSERWATORIUM,7.8,1.6,5.0,-2.5,0.1,W,0
4801,2014-02-23,73.0,250190390,KRAKÓW-OBSERWATORIUM,10.4,1.8,4.7,-1.8,0.0,,0
4802,2014-02-24,88.5,250190390,KRAKÓW-OBSERWATORIUM,6.3,-0.5,3.4,-3.9,0.0,,0
4803,2014-02-25,93.5,250190390,KRAKÓW-OBSERWATORIUM,5.1,-0.6,2.2,-4.0,0.0,,0
4804,2014-02-26,87.5,250190390,KRAKÓW-OBSERWATORIUM,10.3,-2.9,2.7,-5.8,0.0,,0
4805,2014-02-27,128.0,250190390,KRAKÓW-OBSERWATORIUM,8.6,-1.2,2.8,-4.3,0.0,,0
4806,2014-02-28,107.5,250190390,KRAKÓW-OBSERWATORIUM,14.2,-1.6,5.4,-3.6,0.5,W,0
4807,2014-03-01,80.5,250190390,KRAKÓW-OBSERWATORIUM,13.0,2.6,6.6,-1.6,0.0,,0
4808,2014-03-02,79.0,250190390,KRAKÓW-OBSERWATORIUM,7.7,-2.0,1.9,-5.3,0.0,,0
4809,2014-03-03,59.0,250190390,KRAKÓW-OBSERWATORIUM,9.2,2.8,5.4,0.8,0.0,,0
4810,2014-03-04,42.0,250190390,KRAKÓW-OBSERWATORIUM,7.0,2.6,4.5,-0.5,0.0,W,0
4811,2014-03-05,40.0,250190390,KRAKÓW-OBSERWATORIUM,5.6,3.5,4.5,2.2,2.3,W,0
4812,2014-03-06,44.0,250190390,KRAKÓW-OBSERWATORIUM,5.4,2.2,3.8,0.8,0.0,W,0
4813,2014-03-07,51.0,250190390,KRAKÓW-OBSERWATORIUM,5.8,3.4,4.4,1.5,0.0,,0
4814,2014-03-08,42.5,250190390,KRAKÓW-OBSERWATORIUM,7.8,3.5,5.1,1.2,0.0,,0
4815,2014-03-09,66.0,250190390,KRAKÓW-OBSERWATORIUM,12.0,3.9,7.1,0.0,0.0,,0
4816,2014-03-10,67.0,250190390,KRAKÓW-OBSERWATORIUM,14.9,-1.6,5.7,-5.5,0.0,,0
4817,2014-03-11,139.5,250190390,KRAKÓW-OBSERWATORIUM,14.3,-1.9,4.8,-6.0,0.0,,0
4818,2014-03-12,115.0,250190390,KRAKÓW-OBSERWATORIUM,13.0,0.3,5.5,-4.6,0.0,,0
4819,2014-03-13,126.5,250190390,KRAKÓW-OBSERWATORIUM,17.5,-1.4,6.4,-4.6,0.0,,0
4820,2014-03-14,148.5,250190390,KRAKÓW-OBSERWATORIUM,17.9,1.9,8.5,-1.8,0.0,,0
4821,2014-03-15,73.0,250190390,KRAKÓW-OBSERWATORIUM,11.6,1.8,6.4,-2.6,8.1,W,0
4822,2014-03-16,11.5,250190390,KRAKÓW-OBSERWATORIUM,10.3,2.4,6.3,0.3,10.8,W,0
4823,2014-03-17,17.5,250190390,KRAKÓW-OBSERWATORIUM,13.8,5.5,9.9,3.5,0.0,W,0
4824,2014-03-18,34.0,250190390,KRAKÓW-OBSERWATORIUM,13.8,6.7,10.3,2.7,2.9,W,0
4825,2014-03-19,19.5,250190390,KRAKÓW-OBSERWATORIUM,11.8,8.7,9.6,3.6,0.3,W,0
4826,2014-03-20,48.0,250190390,KRAKÓW-OBSERWATORIUM,18.6,7.6,12.0,4.2,0.0,,0
4827,2014-03-21,57.0,250190390,KRAKÓW-OBSERWATORIUM,23.4,2.4,11.5,-2.1,0.0,,0
4828,2014-03-22,45.5,250190390,KRAKÓW-OBSERWATORIUM,21.6,6.2,12.9,1.6,0.0,,0
4829,2014-03-23,33.5,250190390,KRAKÓW-OBSERWATORIUM,17.1,6.6,11.3,1.9,2.2,W,0
4830,2014-03-24,26.0,250190390,KRAKÓW-OBSERWATORIUM,12.6,5.5,7.5,4.9,1.8,W,0
4831,2014-03-25,44.0,250190390,KRAKÓW-OBSERWATORIUM,9.3,3.5,5.4,0.2,0.0,W,0
4832,2014-03-26,70.0,250190390,KRAKÓW-OBSERWATORIUM,11.7,-1.7,4.6,-4.0,0.0,,0
4833,2014-03-27,49.5,250190390,KRAKÓW-OBSERWATORIUM,12.1,-0.2,5.7,-3.2,0.0,,0
4834,2014-03-28,74.5,250190390,KRAKÓW-OBSERWATORIUM,13.1,6.6,9.1,4.2,0.0,,0
4835,2014-03-29,85.5,250190390,KRAKÓW-OBSERWATORIUM,15.4,3.9,9.1,-0.2,0.0,,0
4836,2014-03-30,79.5,250190390,KRAKÓW-OBSERWATORIUM,18.5,-0.4,7.9,-3.1,0.0,,0
4837,2014-03-31,83.5,250190390,KRAKÓW-OBSERWATORIUM,19.2,1.0,9.0,-1.6,0.0,,0
4838,2014-04-01,67.5,250190390,KRAKÓW-OBSERWATORIUM,17.1,3.5,9.0,0.1,0.0,,0
4839,2014-04-02,48.5,250190390,KRAKÓW-OBSERWATORIUM,14.5,0.5,6.8,-1.7,0.0,,0
4840,2014-04-03,76.5,250190390,KRAKÓW-OBSERWATORIUM,22.5,2.3,11.8,0.3,1.3,W,0
4841,2014-04-04,58.5,250190390,KRAKÓW-OBSERWATORIUM,17.7,8.5,12.3,5.5,0.0,,0
4842,2014-04-05,38.0,250190390,KRAKÓW-OBSERWATORIUM,14.0,4.9,8.8,3.4,4.2,W,0
4843,2014-04-06,54.5,250190390,KRAKÓW-OBSERWATORIUM,17.6,6.5,11.0,5.6,0.0,,0
4844,2014-04-07,62.0,250190390,KRAKÓW-OBSERWATORIUM,20.4,4.2,11.8,1.8,0.0,,0
4845,2014-04-08,40.5,250190390,KRAKÓW-OBSERWATORIUM,23.2,6.6,13.8,4.2,10.1,W,0
4846,2014-04-09,20.0,250190390,KRAKÓW-OBSERWATORIUM,15.6,6.7,9.5,5.7,0.6,W,0
4847,2014-04-10,22.5,250190390,KRAKÓW-OBSERWATORIUM,10.2,4.9,7.0,3.6,5.8,W,0
4848,2014-04-11,44.5,250190390,KRAKÓW-OBSERWATORIUM,12.2,3.9,7.4,2.0,0.0,,0
4849,2014-04-12,52.5,250190390,KRAKÓW-OBSERWATORIUM,9.8,1.5,5.8,-0.2,0.0,,0
4850,2014-04-13,56.0,250190390,KRAKÓW-OBSERWATORIUM,15.0,0.6,7.2,-1.0,0.0,W,0
4851,2014-04-14,35.5,250190390,KRAKÓW-OBSERWATORIUM,13.7,6.5,8.9,4.4,3.4,W,0
4852,2014-04-15,19.5,250190390,KRAKÓW-OBSERWATORIUM,7.3,4.5,5.8,3.1,2.7,W,0
4853,2014-04-16,24.0,250190390,KRAKÓW-OBSERWATORIUM,7.0,4.3,5.7,3.3,0.0,,0
4854,2014-04-17,35.5,250190390,KRAKÓW-OBSERWATORIUM,13.4,2.0,8.1,-0.4,0.0,,0
4855,2014-04-18,43.0,250190390,KRAKÓW-OBSERWATORIUM,18.7,2.0,10.3,0.2,0.0,W,0
4856,2014-04-19,37.0,250190390,KRAKÓW-OBSERWATORIUM,18.4,7.0,11.4,5.3,0.7,W,0
4857,2014-04-20,20.5,250190390,KRAKÓW-OBSERWATORIUM,16.5,8.7,11.8,7.8,0.0,W,0
4858,2014-04-21,20.5,250190390,KRAKÓW-OBSERWATORIUM,21.3,4.8,12.0,3.0,0.0,,0
4859,2014-04-22,32.0,250190390,KRAKÓW-OBSERWATORIUM,23.5,9.5,15.1,8.4,0.5,W,0
4860,2014-04-23,39.5,250190390,KRAKÓW-OBSERWATORIUM,22.0,10.5,15.5,9.5,0.0,W,0
4861,2014-04-24,32.5,250190390,KRAKÓW-OBSERWATORIUM,22.0,8.5,14.6,8.0,0.0,W,0
4862,2014-04-25,26.5,250190390,KRAKÓW-OBSERWATORIUM,18.2,12.0,14.3,10.8,8.4,W,0
4863,2014-04-26,17.0,250190390,KRAKÓW-OBSERWATORIUM,17.5,12.4,14.4,12.3,1.7,W,0
4864,2014-04-27,27.0,250190390,KRAKÓW-OBSERWATORIUM,20.7,9.4,14.3,8.4,0.0,W,0
4865,2014-04-28,29.0,250190390,KRAKÓW-OBSERWATORIUM,18.1,11.2,14.4,10.5,0.0,,0
4866,2014-04-29,25.0,250190390,KRAKÓW-OBSERWATORIUM,21.7,10.7,15.4,9.3,0.0,,0
4867,2014-04-30,42.5,250190390,KRAKÓW-OBSERWATORIUM,21.8,8.8,14.6,8.0,1.6,W,0
4868,2014-05-01,40.0,250190390,KRAKÓW-OBSERWATORIUM,22.2,8.4,14.6,7.3,0.0,W,0
4869,2014-05-02,34.5,250190390,KRAKÓW-OBSERWATORIUM,18.0,7.5,12.5,6.4,0.0,W,0
4870,2014-05-03,16.5,250190390,KRAKÓW-OBSERWATORIUM,12.4,5.6,8.1,5.4,0.8,W,0
4871,2014-05-04,13.5,250190390,KRAKÓW-OBSERWATORIUM,15.4,4.4,9.3,4.0,0.0,,0
4872,2014-05-05,27.0,250190390,KRAKÓW-OBSERWATORIUM,14.2,3.0,8.3,1.9,0.0,,0
4873,2014-05-06,38.0,250190390,KRAKÓW-OBSERWATORIUM,20.0,0.9,10.8,0.4,0.0,,0
4874,2014-05-07,34.5,250190390,KRAKÓW-OBSERWATORIUM,24.0,9.1,16.4,8.3,5.6,W,0
4875,2014-05-08,21.0,250190390,KRAKÓW-OBSERWATORIUM,20.7,11.4,15.2,11.0,0.0,W,0
4876,2014-05-09,27.5,250190390,KRAKÓW-OBSERWATORIUM,22.0,7.2,15.4,6.4,0.3,W,0
4877,2014-05-10,29.5,250190390,KRAKÓW-OBSERWATORIUM,19.5,11.5,14.7,10.3,0.2,W,0
4878,2014-05-11,15.5,250190390,KRAKÓW-OBSERWATORIUM,21.0,10.4,14.2,9.8,2.2,W,0
4879,2014-05-12,20.5,250190390,KRAKÓW-OBSERWATORIUM,16.0,9.3,12.0,8.5,1.8,W,0
4880,2014-05-13,17.5,250190390,KRAKÓW-OBSERWATORIUM,18.0,5.6,12.2,4.5,3.6,W,0
4881,2014-05-14,14.5,250190390,KRAKÓW-OBSERWATORIUM,14.3,9.2,10.9,8.7,6.0,W,0
4882,2014-05-15,12.0,250190390,KRAKÓW-OBSERWATORIUM,13.2,8.7,11.0,8.4,38.2,W,0
4883,2014-05-16,9.0,250190390,KRAKÓW-OBSERWATORIUM,13.1,9.5,10.9,9.4,10.7,W,0
4884,2014-05-17,16.0,250190390,KRAKÓW-OBSERWATORIUM,13.9,10.9,12.0,10.5,8.6,W,0
4885,2014-05-18,21.0,250190390,KRAKÓW-OBSERWATORIUM,19.5,10.1,14.3,10.0,2.9,W,0
4886,2014-05-19,19.0,250190390,KRAKÓW-OBSERWATORIUM,23.4,8.8,16.1,8.0,0.0,,0
4887,2014-05-20,24.0,250190390,KRAKÓW-OBSERWATORIUM,26.2,10.1,18.3,9.2,0.0,,0
4888,2014-05-21,20.5,250190390,KRAKÓW-OBSERWATORIUM,26.9,12.9,20.0,11.9,0.0,,0
4889,2014-05-22,31.5,250190390,KRAKÓW-OBSERWATORIUM,28.8,12.2,20.7,11.3,0.0,,0
4890,2014-05-23,37.5,250190390,KRAKÓW-OBSERWATORIUM,30.5,12.7,21.7,11.9,0.0,,0
4891,2014-05-24,38.0,250190390,KRAKÓW-OBSERWATORIUM,29.4,15.3,20.9,14.4,2.8,W,0
4892,2014-05-25,24.0,250190390,KRAKÓW-OBSERWATORIUM,25.1,15.1,20.0,14.3,0.0,,0
4893,2014-05-26,29.0,250190390,KRAKÓW-OBSERWATORIUM,25.4,14.3,19.9,13.4,0.8,W,0
4894,2014-05-27,26.5,250190390,KRAKÓW-OBSERWATORIUM,25.6,14.6,19.1,14.0,0.0,W,0
4895,2014-05-28,22.5,250190390,KRAKÓW-OBSERWATORIUM,25.0,14.7,18.8,13.9,34.3,W,0
4896,2014-05-29,10.5,250190390,KRAKÓW-OBSERWATORIUM,16.9,9.5,12.3,9.5,1.1,W,0
4897,2014-05-30,14.5,250190390,KRAKÓW-OBSERWATORIUM,13.3,8.8,10.7,8.5,0.7,W,0
4898,2014-05-31,24.5,250190390,KRAKÓW-OBSERWATORIUM,20.0,7.0,14.0,6.3,3.5,W,0
4899,2014-06-01,17.0,250190390,KRAKÓW-OBSERWATORIUM,20.3,11.4,15.8,10.9,0.0,,0
4900,2014-06-02,14.5,250190390,KRAKÓW-OBSERWATORIUM,17.7,11.0,13.4,10.5,5.2,W,0
4901,2014-06-03,15.5,250190390,KRAKÓW-OBSERWATORIUM,14.3,10.0,12.1,9.7,1.1,W,0
4902,2014-06-04,22.0,250190390,KRAKÓW-OBSERWATORIUM,20.8,10.8,15.8,10.0,0.0,,0
4903,2014-06-05,25.0,250190390,KRAKÓW-OBSERWATORIUM,25.6,9.0,17.1,8.6,0.0,,0
4904,2014-06-06,21.5,250190390,KRAKÓW-OBSERWATORIUM,24.0,14.4,18.8,13.9,0.0,,0
4905,2014-06-07,34.0,250190390,KRAKÓW-OBSERWATORIUM,25.6,11.5,18.8,11.0,0.0,,0
4906,2014-06-08,35.0,250190390,KRAKÓW-OBSERWATORIUM,29.3,12.4,21.3,11.9,0.0,,0
4907,2014-06-09,39.5,250190390,KRAKÓW-OBSERWATORIUM,33.3,14.6,23.8,12.9,0.0,,0
4908,2014-06-10,43.0,250190390,KRAKÓW-OBSERWATORIUM,31.5,17.0,23.5,16.3,2.5,W,0
4909,2014-06-11,27.5,250190390,KRAKÓW-OBSERWATORIUM,29.3,16.7,22.8,16.1,0.0,,0
