i,date,pm10,station_code,station_name,max_temp,min_temp,mean_temp,min_ground_temp,sum_precipitation,type_precipitation,show_height
918,2003-07-08,40.5,250190390,KRAKÓW-OBSERWATORIUM,20.8,12.9,16.9,11.9,0.0,,0
919,2003-07-09,43.25,250190390,KRAKÓW-OBSERWATORIUM,22.5,14.7,18.0,13.6,0.3,W,0
920,2003-07-10,46.083,250190390,KRAKÓW-OBSERWATORIUM,20.2,13.1,16.1,12.8,14.4,W,0
921,2003-07-11,52.739,250190390,KRAKÓW-OBSERWATORIUM,22.0,12.0,17.0,11.0,0.0,,0
922,2003-07-12,42.292,250190390,KRAKÓW-OBSERWATORIUM,23.3,11.9,18.2,10.4,3.1,W,0
923,2003-07-13,31.65,250190390,KRAKÓW-OBSERWATORIUM,20.2,13.1,15.3,12.4,3.0,W,0
924,2003-07-14,38.458,250190390,KRAKÓW-OBSERWATORIUM,25.2,11.6,17.2,10.9,0.5,W,0
925,2003-07-15,46.083,250190390,KRAKÓW-OBSERWATORIUM,26.5,15.1,20.3,13.8,0.0,,0
926,2003-07-16,51.958,250190390,KRAKÓW-OBSERWATORIUM,29.4,13.7,21.4,12.4,0.0,,0
927,2003-07-17,65.375,250190390,KRAKÓW-OBSERWATORIUM,31.0,16.0,23.2,13.9,0.0,,0
928,2003-07-18,45.208,250190390,KRAKÓW-OBSERWATORIUM,26.3,17.0,21.4,15.4,0.0,,0
929,2003-07-19,37.1875,250190390,KRAKÓW-OBSERWATORIUM,23.0,18.0,20.3,17.8,0.0,W,0
930,2003-07-20,31.432,250190390,KRAKÓW-OBSERWATORIUM,29.2,17.3,22.7,15.5,0.0,,0
931,2003-07-21,47.326,250190390,KRAKÓW-OBSERWATORIUM,32.3,15.9,23.8,13.8,0.0,,0
932,2003-07-22,53.1665,250190390,KRAKÓW-OBSERWATORIUM,27.6,18.6,23.1,16.9,16.7,W,0
933,2003-07-23,43.4165,250190390,KRAKÓW-OBSERWATORIUM,28.2,15.8,21.2,15.3,0.0,W,0
934,2003-07-24,43.625,250190390,KRAKÓW-OBSERWATORIUM,29.6,17.3,22.7,16.5,0.0,,0
935,2003-07-25,49.8335,250190390,KRAKÓW-OBSERWATORIUM,26.0,17.6,21.5,16.3,0.0,,0
936,2003-07-26,50.729,250190390,KRAKÓW-OBSERWATORIUM,29.1,17.9,23.1,17.1,0.0,,0
937,2003-07-27,37.604,250190390,KRAKÓW-OBSERWATORIUM,33.4,17.8,25.2,16.3,0.0,,0
938,2003-07-28,41.674,250190390,KRAKÓW-OBSERWATORIUM,31.8,19.7,23.9,18.3,10.9,W,0
939,2003-07-29,25.5625,250190390,KRAKÓW-OBSERWATORIUM,21.5,17.2,18.6,16.8,0.2,W,0
940,2003-07-30,37.1875,250190390,KRAKÓW-OBSERWATORIUM,25.7,17.6,19.9,16.9,23.5,W,0
941,2003-07-31,37.1875,250190390,KRAKÓW-OBSERWATORIUM,26.5,16.8,20.0,16.0,2.5,W,0
942,2003-08-01,36.0435,250190390,KRAKÓW-OBSERWATORIUM,27.6,16.9,21.5,15.8,0.3,W,0
943,2003-08-02,37.854,250190390,KRAKÓW-OBSERWATORIUM,30.0,16.9,22.6,16.8,0.2,W,0
944,2003-08-03,28.5,250190390,KRAKÓW-OBSERWATORIUM,30.1,17.5,23.3,15.8,0.0,,0
945,2003-08-04,51.875,250190390,KRAKÓW-OBSERWATORIUM,30.5,17.2,22.7,15.7,0.3,W,0
946,2003-08-05,41.8125,250190390,KRAKÓW-OBSERWATORIUM,30.0,18.0,22.9,16.5,0.0,,0
947,2003-08-06,36.646,250190390,KRAKÓW-OBSERWATORIUM,27.5,13.7,20.0,12.5,0.0,,0
948,2003-08-07,46.3695,250190390,KRAKÓW-OBSERWATORIUM,28.0,13.3,19.9,11.8,0.0,,0
949,2003-08-08,46.354,250190390,KRAKÓW-OBSERWATORIUM,28.8,12.8,20.3,11.5,0.0,,0
950,2003-08-09,45.1665,250190390,KRAKÓW-OBSERWATORIUM,28.9,14.9,21.0,13.2,0.0,,0
951,2003-08-10,32.625,250190390,KRAKÓW-OBSERWATORIUM,27.5,15.2,20.3,13.7,0.0,,0
952,2003-08-11,25.896,250190390,KRAKÓW-OBSERWATORIUM,24.1,11.6,17.2,10.4,0.0,,0
953,2003-08-12,49.854,250190390,KRAKÓW-OBSERWATORIUM,26.7,10.8,18.9,10.0,0.0,,0
954,2003-08-13,53.354,250190390,KRAKÓW-OBSERWATORIUM,33.1,14.6,23.2,12.9,0.0,,0
955,2003-08-14,49.875,250190390,KRAKÓW-OBSERWATORIUM,30.7,20.5,24.5,19.3,11.3,W,0
956,2003-08-15,33.292,250190390,KRAKÓW-OBSERWATORIUM,25.2,16.1,19.8,15.8,3.7,W,0
957,2003-08-16,36.333,250190390,KRAKÓW-OBSERWATORIUM,25.1,12.3,18.3,11.0,0.0,,0
958,2003-08-17,34.7915,250190390,KRAKÓW-OBSERWATORIUM,28.6,11.5,19.1,9.9,0.0,,0
959,2003-08-18,52.604,250190390,KRAKÓW-OBSERWATORIUM,31.9,13.8,21.9,12.4,3.4,W,0
960,2003-08-19,35.625,250190390,KRAKÓW-OBSERWATORIUM,26.6,19.1,21.2,18.3,3.0,W,0
961,2003-08-20,29.0,250190390,KRAKÓW-OBSERWATORIUM,27.2,17.8,21.4,17.0,0.0,,0
962,2003-08-21,40.0,250190390,KRAKÓW-OBSERWATORIUM,27.2,13.2,19.4,11.6,0.0,,0
963,2003-08-22,56.604,250190390,KRAKÓW-OBSERWATORIUM,29.0,16.1,22.0,14.0,0.0,,0
964,2003-08-23,50.229,250190390,KRAKÓW-OBSERWATORIUM,28.0,16.2,21.2,14.3,0.0,,0
965,2003-08-24,21.6305,250190390,KRAKÓW-OBSERWATORIUM,22.7,16.6,18.6,15.6,0.0,W,0
966,2003-08-25,31.6665,250190390,KRAKÓW-OBSERWATORIUM,23.0,14.1,18.0,12.8,0.0,W,0
967,2003-08-26,39.4785,250190390,KRAKÓW-OBSERWATORIUM,25.7,12.6,18.2,11.7,0.0,,0
968,2003-08-27,45.375,250190390,KRAKÓW-OBSERWATORIUM,25.7,11.5,17.6,9.9,0.0,,0
969,2003-08-28,43.729,250190390,KRAKÓW-OBSERWATORIUM,24.1,11.5,16.8,9.4,0.0,,0
970,2003-08-29,56.4375,250190390,KRAKÓW-OBSERWATORIUM,32.9,12.0,22.3,11.0,7.3,W,0
971,2003-08-30,23.841,250190390,KRAKÓW-OBSERWATORIUM,29.0,16.1,20.5,15.1,0.0,W,0
972,2003-08-31,26.146,250190390,KRAKÓW-OBSERWATORIUM,18.4,14.3,16.1,12.7,0.0,,0
973,2003-09-01,29.979,250190390,KRAKÓW-OBSERWATORIUM,19.3,10.2,14.0,9.7,0.0,,0
974,2003-09-02,24.021,250190390,KRAKÓW-OBSERWATORIUM,15.4,9.4,11.6,8.7,5.0,W,0
975,2003-09-03,36.435,250190390,KRAKÓW-OBSERWATORIUM,16.2,6.9,10.7,6.1,0.4,W,0
976,2003-09-04,37.435,250190390,KRAKÓW-OBSERWATORIUM,14.3,10.1,12.1,8.8,1.9,W,0
977,2003-09-05,47.917,250190390,KRAKÓW-OBSERWATORIUM,18.8,10.1,13.5,8.8,1.2,W,0
978,2003-09-06,40.125,250190390,KRAKÓW-OBSERWATORIUM,21.4,6.9,12.9,5.3,0.0,,0
979,2003-09-07,41.0,250190390,KRAKÓW-OBSERWATORIUM,23.2,7.7,13.9,6.0,0.0,,0
980,2003-09-08,62.75,250190390,KRAKÓW-OBSERWATORIUM,24.4,9.1,14.8,7.8,0.0,,0
981,2003-09-09,20.0,250190390,KRAKÓW-OBSERWATORIUM,24.1,9.1,15.2,8.3,0.0,,0
982,2003-09-10,75.0,250190390,KRAKÓW-OBSERWATORIUM,24.0,8.8,15.2,7.4,0.0,,0
983,2003-09-11,56.0625,250190390,KRAKÓW-OBSERWATORIUM,17.8,14.0,15.4,13.3,1.4,W,0
984,2003-09-12,48.146,250190390,KRAKÓW-OBSERWATORIUM,15.3,11.0,12.6,10.4,4.2,W,0
985,2003-09-13,46.9165,250190390,KRAKÓW-OBSERWATORIUM,16.5,10.8,13.1,9.4,0.0,,0
986,2003-09-14,35.8125,250190390,KRAKÓW-OBSERWATORIUM,20.3,6.6,12.1,5.3,0.0,,0
987,2003-09-15,47.354,250190390,KRAKÓW-OBSERWATORIUM,22.0,6.8,12.9,5.3,0.0,,0
988,2003-09-16,66.146,250190390,KRAKÓW-OBSERWATORIUM,22.0,6.3,13.1,4.8,0.0,W,0
989,2003-09-17,69.3125,250190390,KRAKÓW-OBSERWATORIUM,21.8,10.1,15.4,8.3,0.0,,0
990,2003-09-18,72.271,250190390,KRAKÓW-OBSERWATORIUM,23.7,10.5,15.6,8.3,0.0,,0
991,2003-09-19,65.0,250190390,KRAKÓW-OBSERWATORIUM,29.0,8.8,17.0,6.9,0.0,,0
992,2003-09-20,75.875,250190390,KRAKÓW-OBSERWATORIUM,30.4,11.0,18.4,8.7,0.0,,0
993,2003-09-21,58.1875,250190390,KRAKÓW-OBSERWATORIUM,30.9,10.7,18.4,8.6,0.0,,0
994,2003-09-22,70.3125,250190390,KRAKÓW-OBSERWATORIUM,30.3,12.1,19.0,9.4,0.0,,0
995,2003-09-23,54.854,250190390,KRAKÓW-OBSERWATORIUM,30.4,12.4,20.4,10.4,6.3,W,0
996,2003-09-24,23.8045,250190390,KRAKÓW-OBSERWATORIUM,22.4,10.6,13.8,8.8,0.0,,0
997,2003-09-25,41.1875,250190390,KRAKÓW-OBSERWATORIUM,18.8,5.1,10.1,3.9,0.0,,0
998,2003-09-26,49.354,250190390,KRAKÓW-OBSERWATORIUM,19.2,3.6,10.0,2.2,0.0,,0
999,2003-09-27,48.125,250190390,KRAKÓW-OBSERWATORIUM,21.7,3.8,11.6,2.5,0.0,,0
1000,2003-09-28,63.354,250190390,KRAKÓW-OBSERWATORIUM,21.7,12.5,15.8,11.9,0.0,,0
1001,2003-09-29,57.7085,250190390,KRAKÓW-OBSERWATORIUM,23.6,9.1,14.4,7.3,14.7,W,0
1002,2003-09-30,38.25,250190390,KRAKÓW-OBSERWATORIUM,16.3,10.8,12.3,9.1,0.0,,0
1003,2003-10-01,51.6875,250190390,KRAKÓW-OBSERWATORIUM,19.0,6.2,11.5,5.0,0.0,,0
1004,2003-10-02,48.771,250190390,KRAKÓW-OBSERWATORIUM,21.7,8.2,13.6,6.8,3.5,W,0
1005,2003-10-03,50.6665,250190390,KRAKÓW-OBSERWATORIUM,19.3,9.9,13.4,7.7,1.1,W,0
1006,2003-10-04,48.5415,250190390,KRAKÓW-OBSERWATORIUM,18.0,10.3,13.3,8.8,3.9,W,0
1007,2003-10-05,25.318,250190390,KRAKÓW-OBSERWATORIUM,13.9,9.1,11.5,7.8,9.9,W,0
1008,2003-10-06,16.0,250190390,KRAKÓW-OBSERWATORIUM,12.8,7.4,8.9,6.0,0.7,W,0
1009,2003-10-07,10.0,250190390,KRAKÓW-OBSERWATORIUM,13.2,5.1,9.6,3.8,2.2,W,0
1010,2003-10-08,18.0,250190390,KRAKÓW-OBSERWATORIUM,11.0,5.7,7.7,5.3,2.0,W,0
1011,2003-10-09,17.0,250190390,KRAKÓW-OBSERWATORIUM,9.2,6.5,7.9,5.8,1.8,W,0
1012,2003-10-10,18.0,250190390,KRAKÓW-OBSERWATORIUM,13.3,6.8,10.0,5.9,0.9,W,0
1013,2003-10-11,22.0,250190390,KRAKÓW-OBSERWATORIUM,16.2,10.6,12.8,9.4,1.2,W,0
1014,2003-10-12,18.0,250190390,KRAKÓW-OBSERWATORIUM,13.0,8.0,9.4,6.5,0.0,,0
1015,2003-10-13,33.0,250190390,KRAKÓW-OBSERWATORIUM,12.0,4.1,7.4,2.8,0.3,W,0
1016,2003-10-14,54.125,250190390,KRAKÓW-OBSERWATORIUM,7.2,1.7,4.5,1.1,1.1,W,0
1017,2003-10-15,36.2085,250190390,KRAKÓW-OBSERWATORIUM,9.9,5.4,7.1,4.5,0.3,W,0
1018,2003-10-16,46.5225,250190390,KRAKÓW-OBSERWATORIUM,7.1,2.6,4.2,0.3,0.3,W,0
1019,2003-10-17,35.4585,250190390,KRAKÓW-OBSERWATORIUM,7.2,1.7,4.3,-0.5,0.0,,0
1020,2003-10-18,78.625,250190390,KRAKÓW-OBSERWATORIUM,11.0,-1.5,3.1,-3.1,0.0,,0
1021,2003-10-19,94.479,250190390,KRAKÓW-OBSERWATORIUM,10.1,-2.8,2.0,-3.8,0.0,,0
1022,2003-10-20,101.146,250190390,KRAKÓW-OBSERWATORIUM,7.5,-0.4,3.6,-2.0,4.0,W,0
1023,2003-10-21,67.521,250190390,KRAKÓW-OBSERWATORIUM,8.1,6.4,6.9,5.8,2.6,W,0
1024,2003-10-22,33.0,250190390,KRAKÓW-OBSERWATORIUM,6.8,3.6,4.5,3.3,0.7,S,0
1025,2003-10-23,28.0,250190390,KRAKÓW-OBSERWATORIUM,3.6,0.6,1.5,-0.5,0.4,S,0
1026,2003-10-24,59.9375,250190390,KRAKÓW-OBSERWATORIUM,2.7,-3.2,-1.3,-4.5,0.0,,0
1027,2003-10-25,72.0415,250190390,KRAKÓW-OBSERWATORIUM,5.9,-4.5,-0.2,-5.7,0.0,W,0
1028,2003-10-26,30.3695,250190390,KRAKÓW-OBSERWATORIUM,4.5,0.3,2.5,-0.7,3.6,S,0
1029,2003-10-27,62.763,250190390,KRAKÓW-OBSERWATORIUM,5.2,-1.2,0.9,-3.2,0.0,W,1
1030,2003-10-28,131.10399999999998,250190390,KRAKÓW-OBSERWATORIUM,7.7,-4.8,-0.1,-5.8,0.0,,0
1031,2003-10-29,122.125,250190390,KRAKÓW-OBSERWATORIUM,9.3,-4.8,0.8,-5.9,0.4,W,0
1032,2003-10-30,73.0,250190390,KRAKÓW-OBSERWATORIUM,7.4,0.6,4.3,-2.0,3.2,W,0
1033,2003-10-31,82.0835,250190390,KRAKÓW-OBSERWATORIUM,12.5,2.5,5.7,0.1,0.0,,0
1034,2003-11-01,41.6365,250190390,KRAKÓW-OBSERWATORIUM,19.5,4.1,10.7,1.4,0.0,W,0
1035,2003-11-02,43.8915,250190390,KRAKÓW-OBSERWATORIUM,12.7,8.2,9.7,6.3,7.4,W,0
1036,2003-11-03,53.104,250190390,KRAKÓW-OBSERWATORIUM,16.6,1.8,7.9,0.8,0.0,W,0
1037,2003-11-04,61.1665,250190390,KRAKÓW-OBSERWATORIUM,13.2,4.9,7.7,2.3,0.3,W,0
1038,2003-11-05,60.3335,250190390,KRAKÓW-OBSERWATORIUM,9.2,4.3,6.2,1.3,0.2,W,0
1039,2003-11-06,33.979,250190390,KRAKÓW-OBSERWATORIUM,6.9,5.0,5.9,4.3,4.4,W,0
1040,2003-11-07,29.021,250190390,KRAKÓW-OBSERWATORIUM,7.6,5.8,6.4,5.4,0.0,W,0
1041,2003-11-08,52.4165,250190390,KRAKÓW-OBSERWATORIUM,5.9,2.9,4.4,-1.2,0.0,W,0
1042,2003-11-09,39.348,250190390,KRAKÓW-OBSERWATORIUM,4.0,0.4,1.6,0.4,0.0,,0
1043,2003-11-10,29.435,250190390,KRAKÓW-OBSERWATORIUM,7.3,1.2,3.5,0.8,0.0,,0
1044,2003-11-11,45.761,250190390,KRAKÓW-OBSERWATORIUM,4.0,-1.6,0.4,-4.2,0.0,,0
1045,2003-11-12,81.229,250190390,KRAKÓW-OBSERWATORIUM,2.8,-3.8,-0.7,-6.6,0.0,,0
1046,2003-11-13,80.3125,250190390,KRAKÓW-OBSERWATORIUM,0.6,-2.7,-1.6,-6.1,0.0,W,0
1047,2003-11-14,132.5625,250190390,KRAKÓW-OBSERWATORIUM,-0.9,-4.0,-2.6,-4.0,0.0,,0
1048,2003-11-15,169.79149999999998,250190390,KRAKÓW-OBSERWATORIUM,0.6,-3.0,-1.1,-3.2,0.0,,0
1049,2003-11-16,192.5835,250190390,KRAKÓW-OBSERWATORIUM,5.5,-1.4,0.8,-4.2,0.0,,0
1050,2003-11-17,70.0,250190390,KRAKÓW-OBSERWATORIUM,6.8,-3.2,2.2,-5.2,2.4,W,0
1051,2003-11-18,29.826,250190390,KRAKÓW-OBSERWATORIUM,6.7,4.4,5.7,1.7,1.1,W,0
1052,2003-11-19,24.421,250190390,KRAKÓW-OBSERWATORIUM,12.3,6.1,9.9,5.3,0.0,W,0
1053,2003-11-20,71.89150000000001,250190390,KRAKÓW-OBSERWATORIUM,13.7,6.8,9.6,4.0,0.0,,0
1054,2003-11-21,142.70850000000002,250190390,KRAKÓW-OBSERWATORIUM,13.7,0.1,5.2,-2.8,0.0,,0
1055,2003-11-22,155.375,250190390,KRAKÓW-OBSERWATORIUM,11.5,0.7,4.7,-0.9,0.0,,0
1056,2003-11-23,155.25,250190390,KRAKÓW-OBSERWATORIUM,6.6,1.7,3.7,0.3,0.0,,0
1057,2003-11-24,210.8125,250190390,KRAKÓW-OBSERWATORIUM,11.4,1.1,4.9,-1.7,0.0,,0
1058,2003-11-25,177.10399999999998,250190390,KRAKÓW-OBSERWATORIUM,10.9,2.3,5.9,-0.4,0.0,,0
1059,2003-11-26,125.375,250190390,KRAKÓW-OBSERWATORIUM,13.6,2.9,8.4,-0.6,0.2,W,0
1060,2003-11-27,80.9165,250190390,KRAKÓW-OBSERWATORIUM,17.0,10.0,12.1,4.8,0.0,,0
1061,2003-11-28,86.771,250190390,KRAKÓW-OBSERWATORIUM,15.6,5.1,9.3,1.3,0.0,,0
1062,2003-11-29,78.2915,250190390,KRAKÓW-OBSERWATORIUM,10.4,5.7,7.3,2.1,0.3,W,0
1063,2003-11-30,86.771,250190390,KRAKÓW-OBSERWATORIUM,7.3,5.8,6.4,5.8,0.2,W,0
1064,2003-12-01,128.3125,250190390,KRAKÓW-OBSERWATORIUM,9.3,3.1,5.0,-0.6,0.1,W,0
1065,2003-12-02,134.02100000000002,250190390,KRAKÓW-OBSERWATORIUM,5.5,-1.5,1.3,-4.2,0.2,W,0
1066,2003-12-03,203.2915,250190390,KRAKÓW-OBSERWATORIUM,6.1,-2.2,0.9,-3.7,0.0,,0
1067,2003-12-04,232.4375,250190390,KRAKÓW-OBSERWATORIUM,6.0,-2.3,0.7,-5.2,0.1,W,0
1068,2003-12-05,66.75,250190390,KRAKÓW-OBSERWATORIUM,2.9,-0.7,1.5,-0.9,0.3,W,0
1069,2003-12-06,20.5525,250190390,KRAKÓW-OBSERWATORIUM,6.7,-0.9,3.1,-1.5,3.9,S,0
1070,2003-12-07,33.5,250190390,KRAKÓW-OBSERWATORIUM,0.9,-2.7,-1.4,-5.3,0.0,W,1
1071,2003-12-08,52.0,250190390,KRAKÓW-OBSERWATORIUM,0.4,-3.1,-1.4,-4.7,0.0,W,1
1072,2003-12-09,68.652,250190390,KRAKÓW-OBSERWATORIUM,2.3,-0.5,0.4,-3.9,0.0,,1
1073,2003-12-10,121.1085,250190390,KRAKÓW-OBSERWATORIUM,-0.5,-2.7,-1.9,-4.8,0.0,,0
1074,2003-12-11,186.9375,250190390,KRAKÓW-OBSERWATORIUM,4.9,-4.9,-0.9,-6.7,3.7,W,0
1075,2003-12-12,69.375,250190390,KRAKÓW-OBSERWATORIUM,3.3,-0.2,1.4,-2.2,0.3,W,0
1076,2003-12-13,45.4785,250190390,KRAKÓW-OBSERWATORIUM,8.0,0.8,4.4,-1.0,3.1,W,0
1077,2003-12-14,15.225,250190390,KRAKÓW-OBSERWATORIUM,8.9,4.6,6.4,3.3,8.2,W,0
1078,2003-12-15,23.065,250190390,KRAKÓW-OBSERWATORIUM,5.6,-0.6,1.7,-0.6,3.6,S,0
1079,2003-12-16,22.761,250190390,KRAKÓW-OBSERWATORIUM,1.1,-2.8,-0.9,-4.7,1.5,S,7
1080,2003-12-17,39.4565,250190390,KRAKÓW-OBSERWATORIUM,0.3,-3.1,-1.5,-9.2,0.0,,8
1081,2003-12-18,89.0435,250190390,KRAKÓW-OBSERWATORIUM,3.9,-0.4,2.3,-2.2,0.4,W,0
1082,2003-12-19,95.0835,250190390,KRAKÓW-OBSERWATORIUM,7.5,-1.8,1.0,-3.2,0.0,W,0
1083,2003-12-20,99.0625,250190390,KRAKÓW-OBSERWATORIUM,3.7,-2.3,1.1,-4.2,0.5,W,0
1084,2003-12-21,84.146,250190390,KRAKÓW-OBSERWATORIUM,10.0,-1.1,3.5,-3.4,0.2,W,0
1085,2003-12-22,41.0625,250190390,KRAKÓW-OBSERWATORIUM,6.5,0.8,2.9,-1.6,0.2,S,0
1086,2003-12-23,56.405,250190390,KRAKÓW-OBSERWATORIUM,0.8,-4.2,-2.2,-7.8,0.0,W,2
1087,2003-12-24,110.6875,250190390,KRAKÓW-OBSERWATORIUM,-2.2,-9.9,-7.1,-11.7,0.0,,0
1088,2003-12-25,152.02100000000002,250190390,KRAKÓW-OBSERWATORIUM,-1.0,-12.5,-7.9,-14.2,0.0,,0
1089,2003-12-26,141.64600000000002,250190390,KRAKÓW-OBSERWATORIUM,1.1,-6.8,-2.0,-8.9,0.0,W,0
1090,2003-12-27,187.229,250190390,KRAKÓW-OBSERWATORIUM,2.5,-5.2,-2.2,-7.4,0.0,,0
1091,2003-12-28,106.065,250190390,KRAKÓW-OBSERWATORIUM,4.7,-2.8,0.8,-5.0,0.0,,0
1092,2003-12-29,104.7175,250190390,KRAKÓW-OBSERWATORIUM,9.4,3.1,5.8,-1.2,0.1,W,0
1093,2003-12-30,139.3125,250190390,KRAKÓW-OBSERWATORIUM,5.1,1.5,3.0,-0.1,2.6,W,0
1094,2003-12-31,90.0,250190390,KRAKÓW-OBSERWATORIUM,4.2,0.4,1.8,-0.1,14.2,S,0
1095,2004-01-01,35.182,250190390,KRAKÓW-OBSERWATORIUM,0.5,-2.5,-1.2,-3.1,7.5,S,9
1096,2004-01-02,22.354,250190390,KRAKÓW-OBSERWATORIUM,-2.1,-4.0,-3.3,-5.8,0.8,S,18
1097,2004-01-03,27.381,250190390,KRAKÓW-OBSERWATORIUM,-3.7,-8.4,-6.5,-8.4,0.4,S,17
1098,2004-01-04,38.7915,250190390,KRAKÓW-OBSERWATORIUM,-6.5,-9.3,-8.4,-12.6,0.4,S,19
1099,2004-01-05,84.375,250190390,KRAKÓW-OBSERWATORIUM,-7.6,-10.8,-9.4,-15.3,1.2,S,17
1100,2004-01-06,85.935,250190390,KRAKÓW-OBSERWATORIUM,-7.0,-11.5,-9.4,-17.7,0.2,S,19
1101,2004-01-07,74.9375,250190390,KRAKÓW-OBSERWATORIUM,-7.0,-10.9,-8.8,-13.7,0.7,S,16
1102,2004-01-08,86.2085,250190390,KRAKÓW-OBSERWATORIUM,-7.0,-13.2,-11.3,-20.0,0.0,W,16
1103,2004-01-09,122.98733333333332,250190390,KRAKÓW-OBSERWATORIUM,-5.6,-17.9,-11.6,-20.2,1.5,S,15
1104,2004-01-10,85.125,250190390,KRAKÓW-OBSERWATORIUM,0.9,-5.7,-1.6,-6.0,1.2,S,15
1105,2004-01-11,93.5,250190390,KRAKÓW-OBSERWATORIUM,0.6,-4.2,-2.7,-10.8,2.0,S,16
1106,2004-01-12,47.396,250190390,KRAKÓW-OBSERWATORIUM,4.9,-6.2,-0.2,-7.5,3.5,S,14
1107,2004-01-13,44.4165,250190390,KRAKÓW-OBSERWATORIUM,2.9,-1.2,1.1,-7.2,2.4,S,13
1108,2004-01-14,14.649333333333333,250190390,KRAKÓW-OBSERWATORIUM,5.9,2.3,4.4,0.0,0.1,W,9
1109,2004-01-15,34.6085,250190390,KRAKÓW-OBSERWATORIUM,4.8,-1.0,1.3,-5.0,0.3,S,4
1110,2004-01-16,40.479,250190390,KRAKÓW-OBSERWATORIUM,4.5,-0.7,1.7,-3.9,0.0,,3
1111,2004-01-17,43.8915,250190390,KRAKÓW-OBSERWATORIUM,5.8,3.1,4.4,0.1,0.0,W,0
1112,2004-01-18,33.604,250190390,KRAKÓW-OBSERWATORIUM,3.5,-0.3,1.2,-1.2,0.1,S,0
1113,2004-01-19,36.055,250190390,KRAKÓW-OBSERWATORIUM,1.3,-5.5,-2.1,-8.2,3.0,S,0
1114,2004-01-20,16.2045,250190390,KRAKÓW-OBSERWATORIUM,1.5,-0.9,-0.1,-2.3,2.3,S,4
1115,2004-01-21,18.0835,250190390,KRAKÓW-OBSERWATORIUM,-0.5,-4.4,-3.0,-4.8,0.5,S,7
1116,2004-01-22,36.7045,250190390,KRAKÓW-OBSERWATORIUM,-4.3,-8.1,-7.0,-12.3,0.3,S,7
1117,2004-01-23,39.229,250190390,KRAKÓW-OBSERWATORIUM,-3.6,-9.5,-6.7,-11.3,0.0,W,7
1118,2004-01-24,38.77733333333333,250190390,KRAKÓW-OBSERWATORIUM,-6.2,-10.1,-8.7,-10.6,0.0,W,7
1119,2004-01-25,68.396,250190390,KRAKÓW-OBSERWATORIUM,-6.8,-9.0,-8.0,-9.2,0.0,W,6
1120,2004-01-26,164.667,250190390,KRAKÓW-OBSERWATORIUM,-7.2,-12.0,-10.4,-13.6,0.0,W,6
1121,2004-01-27,93.875,250190390,KRAKÓW-OBSERWATORIUM,-3.6,-14.3,-7.9,-14.6,1.8,S,6
1122,2004-01-28,111.6665,250190390,KRAKÓW-OBSERWATORIUM,-1.5,-4.5,-3.3,-6.2,0.9,S,9
1123,2004-01-29,86.86666666666667,250190390,KRAKÓW-OBSERWATORIUM,0.8,-6.9,-3.8,-13.2,0.0,,10
1124,2004-01-30,26.7915,250190390,KRAKÓW-OBSERWATORIUM,1.0,-5.7,-1.8,-12.2,0.2,S,8
1125,2004-01-31,91.375,250190390,KRAKÓW-OBSERWATORIUM,8.7,-5.2,-0.4,-11.8,0.0,W,9
1126,2004-02-01,36.854,250190390,KRAKÓW-OBSERWATORIUM,9.2,-2.7,3.7,-7.0,2.5,W,7
1127,2004-02-02,17.5455,250190390,KRAKÓW-OBSERWATORIUM,8.2,4.3,6.0,0.6,1.5,W,0
1128,2004-02-03,40.62266666666667,250190390,KRAKÓW-OBSERWATORIUM,8.0,4.6,6.2,3.3,2.8,W,0
1129,2004-02-04,19.0,250190390,KRAKÓW-OBSERWATORIUM,12.1,5.8,9.5,4.3,0.7,W,0
1130,2004-02-05,34.425,250190390,KRAKÓW-OBSERWATORIUM,14.8,10.3,12.5,8.0,0.8,W,0
1131,2004-02-06,34.896,250190390,KRAKÓW-OBSERWATORIUM,12.0,9.3,10.2,6.3,1.8,W,0
1132,2004-02-07,32.2085,250190390,KRAKÓW-OBSERWATORIUM,14.7,6.6,10.5,3.3,0.2,W,0
1133,2004-02-08,23.175666666666668,250190390,KRAKÓW-OBSERWATORIUM,8.2,3.8,5.2,0.8,2.0,S,0
1134,2004-02-09,24.579,250190390,KRAKÓW-OBSERWATORIUM,4.7,-1.0,1.0,-1.7,2.9,S,1
1135,2004-02-10,28.3695,250190390,KRAKÓW-OBSERWATORIUM,1.3,-3.4,-1.5,-5.0,4.1,S,4
1136,2004-02-11,23.932,250190390,KRAKÓW-OBSERWATORIUM,0.6,-7.3,-3.6,-15.3,1.5,S,8
1137,2004-02-12,45.326,250190390,KRAKÓW-OBSERWATORIUM,-5.8,-10.8,-9.3,-17.5,0.0,W,8
1138,2004-02-13,96.52,250190390,KRAKÓW-OBSERWATORIUM,-3.6,-13.6,-7.7,-19.4,2.5,S,7
1139,2004-02-14,66.045,250190390,KRAKÓW-OBSERWATORIUM,1.0,-3.6,-0.8,-3.6,3.1,S,10
1140,2004-02-15,29.478,250190390,KRAKÓW-OBSERWATORIUM,2.0,-0.2,0.4,-2.6,2.6,S,11
1141,2004-02-16,44.864,250190390,KRAKÓW-OBSERWATORIUM,2.0,-1.0,0.3,-4.7,0.0,W,15
1142,2004-02-17,51.958,250190390,KRAKÓW-OBSERWATORIUM,2.9,-0.1,1.1,-1.2,1.1,S,10
