Date,Accident_Count,Road_conditions_Snow,Road_conditions_Wet,Road_conditions_Dry,Road_conditions_Frost,Road_conditions_Flood,Road_conditions_Missing_Data,Weather_conditions_Unknown,Weather_conditions_Rain,Weather_conditions_Snow,Weather_conditions_Fog,Weather_conditions_Clear,Weather_conditions_Clear_and_windy,Weather_conditions_Other,Weather_conditions_Rain_and_windy,Weather_conditions_Snow_and_windy,Weather_conditions_Missing_data,Road_type_Dual_carriageway,Road_type_Unknown,Road_type_Single_carriageway,Road_type_Roundabout,Road_type_One_way_sreet,Road_type_Slip_road,Light_conditions_Darkness_lights_lit,Light_conditions_Daylight,Light_conditions_Darkness_no_lights
1995-09-02,50,0,26,22,2,0,0,1,11,0,1,36,0,0,1,0,0,6,2,39,3,0,0,20,29,1
1995-09-03,61,0,13,47,1,0,0,1,3,0,0,57,0,0,0,0,0,6,3,43,9,0,0,11,45,5
1995-09-04,43,0,1,42,0,0,0,0,1,0,0,40,0,1,1,0,0,5,2,34,2,0,0,2,36,5
1995-09-05,60,0,1,59,0,0,0,0,1,0,0,57,0,2,0,0,0,3,2,50,5,0,0,1,59,0
1995-09-06,60,0,7,53,0,0,0,0,4,0,0,56,0,0,0,0,0,1,2,56,1,0,0,2,57,1
1995-09-07,67,0,1,66,0,0,0,0,0,0,0,66,1,0,0,0,0,3,1,62,1,0,0,5,62,0
1995-09-08,109,0,0,109,0,0,0,0,0,0,0,107,0,2,0,0,0,5,5,94,5,0,0,2,103,4
1995-09-09,66,0,1,65,0,0,0,0,1,0,0,65,0,0,0,0,0,4,1,59,2,0,0,5,61,0
1995-09-10,74,0,7,67,0,0,0,0,1,0,0,73,0,0,0,0,0,4,2,59,9,0,0,9,63,2
1995-09-11,80,0,55,25,0,0,0,2,33,0,1,42,1,1,0,0,0,4,3,63,10,0,0,40,35,5
1995-09-12,24,0,12,11,1,0,0,0,1,0,1,21,1,0,0,0,0,4,1,14,5,0,0,6,16,2
1995-09-13,73,0,7,66,0,0,0,0,0,0,1,72,0,0,0,0,0,1,3,64,5,0,0,7,65,1
1995-09-14,66,0,17,49,0,0,0,0,10,0,1,54,0,0,1,0,0,5,2,51,8,0,0,6,59,1
1995-09-15,59,0,27,32,0,0,0,2,21,0,0,35,0,0,1,0,0,7,5,42,5,0,0,10,49,0
1995-09-16,53,0,9,44,0,0,0,0,4,0,0,47,1,0,1,0,0,3,1,48,1,0,0,6,45,2
1995-09-17,51,0,17,34,0,0,0,0,6,0,0,44,0,1,0,0,0,1,2,46,2,0,0,5,42,4
1995-09-18,53,0,17,36,0,0,0,2,6,0,0,44,0,0,1,0,0,7,2,40,4,0,0,8,43,2
1995-09-19,54,0,8,46,0,0,0,1,1,0,0,51,1,0,0,0,0,5,2,43,4,0,0,4,49,1
1995-09-20,88,0,4,84,0,0,0,1,1,0,1,84,0,1,0,0,0,10,6,66,6,0,0,7,77,4
1995-09-21,84,0,2,82,0,0,0,1,1,0,2,80,0,0,0,0,0,4,2,70,8,0,0,10,72,2
1995-09-22,81,0,4,77,0,0,0,1,4,0,1,75,0,0,0,0,0,8,4,61,8,0,0,12,67,2
1995-09-23,65,0,3,62,0,0,0,0,1,0,0,62,2,0,0,0,0,4,2,55,4,0,0,9,55,1
1995-09-24,35,0,7,28,0,0,0,0,3,0,0,29,3,0,0,0,0,2,1,29,3,0,0,7,27,1
1995-09-25,69,0,8,61,0,0,0,0,3,0,0,66,0,0,0,0,0,4,4,58,3,0,0,8,59,2
1995-09-26,95,0,54,40,0,0,1,2,40,0,0,49,1,2,1,0,0,10,2,72,11,0,0,11,82,2
1995-09-27,80,0,25,55,0,0,0,1,5,0,0,64,6,1,3,0,0,6,2,66,6,0,0,8,69,3
1995-09-28,80,0,18,61,0,0,1,2,2,0,0,74,2,0,0,0,0,7,4,62,7,0,0,10,66,4
1995-09-29,77,0,7,70,0,0,0,0,3,0,0,74,0,0,0,0,0,4,3,66,4,0,0,4,71,2
1995-09-30,49,0,14,35,0,0,0,0,8,0,0,40,0,0,1,0,0,1,2,42,4,0,0,6,43,0
1995-10-01,71,0,50,21,0,0,0,0,28,0,0,29,1,2,11,0,0,4,2,54,11,0,0,32,31,8
1995-10-02,58,0,51,7,0,0,0,2,33,0,1,20,0,1,1,0,0,4,2,43,9,0,0,24,29,5
1995-10-03,49,0,1,48,0,0,0,0,1,0,0,43,3,2,0,0,0,1,0,44,4,0,0,10,38,1
1995-10-04,61,0,0,61,0,0,0,0,1,0,0,58,0,2,0,0,0,9,2,44,6,0,0,4,57,0
1995-10-05,72,0,2,70,0,0,0,0,1,0,0,68,0,3,0,0,0,5,4,57,6,0,0,3,69,0
1995-10-06,59,0,7,52,0,0,0,0,6,0,0,50,2,1,0,0,0,7,2,46,4,0,0,2,56,1
1995-10-07,99,0,2,97,0,0,0,0,1,0,0,96,1,1,0,0,0,9,2,83,5,0,0,1,97,1
1995-10-08,122,0,0,122,0,0,0,0,0,0,0,122,0,0,0,0,0,9,3,100,10,0,0,8,112,2
1995-10-09,45,0,22,23,0,0,0,0,19,0,0,25,0,1,0,0,0,4,1,32,8,0,0,3,41,1
1995-10-10,93,0,4,89,0,0,0,0,0,0,0,93,0,0,0,0,0,6,4,71,12,0,0,20,69,4
1995-10-11,79,0,54,25,0,0,0,2,34,0,0,39,3,1,0,0,0,4,5,62,8,0,0,41,33,5
1995-10-12,20,0,11,8,1,0,0,0,0,0,3,17,0,0,0,0,0,2,4,14,0,0,0,1,18,1
1995-10-13,52,0,6,46,0,0,0,0,4,0,0,48,0,0,0,0,0,3,2,42,5,0,0,9,42,1
1995-10-14,50,0,5,45,0,0,0,0,1,0,2,46,0,1,0,0,0,3,2,43,2,0,0,8,40,2
1995-10-15,36,0,2,34,0,0,0,0,1,0,1,34,0,0,0,0,0,2,1,31,2,0,0,5,30,1
1995-10-16,66,0,1,65,0,0,0,0,0,0,0,66,0,0,0,0,0,3,3,53,7,0,0,18,43,5
1995-10-17,86,0,23,63,0,0,0,0,15,0,1,67,1,2,0,0,0,8,4,62,12,0,0,25,57,4
1995-10-18,81,0,5,76,0,0,0,0,2,0,0,79,0,0,0,0,0,5,4,66,6,0,0,20,59,2
1995-10-19,91,0,4,87,0,0,0,0,2,0,0,86,2,1,0,0,0,4,5,74,8,0,0,23,64,4
1995-10-20,80,0,18,62,0,0,0,2,13,0,0,65,0,0,0,0,0,3,6,68,3,0,0,22,55,3
1995-10-21,38,0,1,37,0,0,0,0,1,0,0,37,0,0,0,0,0,1,0,35,2,0,0,9,26,3
1995-10-22,34,0,5,29,0,0,0,0,4,0,0,29,1,0,0,0,0,1,1,29,3,0,0,6,26,2
1995-10-23,60,0,4,56,0,0,0,0,2,0,0,56,0,1,1,0,0,3,1,49,7,0,0,25,34,1
1995-10-24,70,0,23,47,0,0,0,0,10,0,0,42,7,1,10,0,0,4,3,53,10,0,0,24,40,6
1995-10-25,90,0,20,70,0,0,0,1,5,0,0,76,4,2,2,0,0,7,5,64,14,0,0,24,65,1
1995-10-26,68,0,41,27,0,0,0,3,28,0,0,34,0,1,2,0,0,2,2,57,7,0,0,26,37,5
1995-10-27,68,0,13,55,0,0,0,1,5,0,0,61,0,1,0,0,0,3,2,56,7,0,0,16,50,2
1995-10-28,40,0,5,35,0,0,0,0,0,0,1,39,0,0,0,0,0,1,1,36,2,0,0,12,25,3
1995-10-29,34,0,3,31,0,0,0,0,0,0,0,34,0,0,0,0,0,4,0,28,2,0,0,5,28,1
1995-10-30,68,0,4,64,0,0,0,0,2,0,0,64,1,1,0,0,0,4,3,53,8,0,0,26,39,3
1995-10-31,57,0,4,53,0,0,0,0,0,0,2,55,0,0,0,0,0,3,2,46,6,0,0,17,33,7
1995-11-01,69,0,12,57,0,0,0,0,2,0,0,65,2,0,0,0,0,3,2,58,6,0,0,26,37,6
1995-11-02,30,0,22,8,0,0,0,0,14,0,0,12,1,0,3,0,0,0,0,26,4,0,0,11,17,2
1995-11-03,52,0,18,34,0,0,0,0,9,0,0,39,1,2,1,0,0,4,3,41,4,0,0,14,36,2
1995-11-04,84,0,0,84,0,0,0,0,1,0,0,83,0,0,0,0,0,8,1,72,3,0,0,3,80,1
1995-11-05,54,0,9,44,0,0,1,3,5,0,0,42,0,4,0,0,0,5,0,46,3,0,0,4,48,2
1995-11-06,46,0,16,30,0,0,0,2,7,0,0,36,0,1,0,0,0,2,2,40,2,0,0,4,40,2
1995-11-07,91,0,12,79,0,0,0,0,11,0,0,80,0,0,0,0,0,7,3,76,5,0,0,4,85,2
1995-11-08,117,0,0,117,0,0,0,1,0,0,0,115,0,1,0,0,0,9,7,94,7,0,0,9,106,2
1995-11-09,74,0,19,55,0,0,0,3,8,0,0,62,0,1,0,0,0,8,3,57,6,0,0,11,63,0
1995-11-10,75,0,9,66,0,0,0,1,1,0,2,69,0,2,0,0,0,5,2,57,11,0,0,16,56,3
1995-11-11,33,0,26,7,0,0,0,1,17,0,0,12,1,2,0,0,0,2,1,26,4,0,0,11,15,7
1995-11-12,54,0,32,16,6,0,0,2,0,0,9,40,0,2,0,1,0,4,1,42,7,0,0,28,24,2
1995-11-13,68,0,36,32,0,0,0,3,11,0,3,50,1,0,0,0,0,8,2,47,11,0,0,28,33,7
1995-11-14,86,0,49,37,0,0,0,2,24,0,2,56,0,1,1,0,0,3,2,72,9,0,0,46,35,5
1995-11-15,88,0,54,34,0,0,0,6,24,0,0,55,0,2,1,0,0,5,4,63,16,0,0,34,49,5
1995-11-16,85,1,46,38,0,0,0,4,27,0,0,49,2,1,2,0,0,11,4,55,15,0,0,44,33,8
1995-11-17,72,0,16,52,4,0,0,4,3,2,0,62,0,1,0,0,0,8,2,51,11,0,0,21,45,6
1995-11-18,33,0,3,27,3,0,0,1,0,0,0,31,0,1,0,0,0,2,3,24,4,0,0,7,26,0
1995-11-19,29,0,11,18,0,0,0,0,3,0,0,26,0,0,0,0,0,1,2,23,3,0,0,10,18,1
1995-11-20,65,0,27,36,2,0,0,3,2,0,3,56,0,1,0,0,0,4,3,52,6,0,0,27,33,5
1995-11-21,70,1,45,24,0,0,0,3,14,0,0,51,1,0,1,0,0,4,2,60,4,0,0,35,31,4
1995-11-22,79,0,33,46,0,0,0,2,4,0,2,70,0,0,1,0,0,6,0,61,12,0,0,32,38,9
1995-11-23,80,0,25,54,1,0,0,2,4,0,0,71,2,1,0,0,0,4,2,63,11,0,0,42,31,7
1995-11-24,72,0,50,22,0,0,0,2,27,0,0,36,5,1,1,0,0,2,0,52,18,0,0,32,34,6
1995-11-25,45,0,27,18,0,0,0,2,11,0,0,28,0,3,1,0,0,1,0,41,3,0,0,19,24,2
1995-11-26,26,0,18,8,0,0,0,0,6,0,0,20,0,0,0,0,0,3,0,19,4,0,0,10,15,1
1995-11-27,63,0,44,19,0,0,0,4,16,0,1,39,1,0,2,0,0,2,1,46,14,0,0,24,35,4
1995-11-28,74,0,41,31,1,0,1,2,13,0,0,53,1,5,0,0,0,5,9,46,14,0,0,36,34,4
1995-11-29,64,0,24,39,0,0,1,4,7,0,0,51,0,2,0,0,0,2,3,53,6,0,0,26,35,3
1995-11-30,58,0,11,47,0,0,0,0,1,0,0,54,2,1,0,0,0,7,2,44,5,0,0,31,21,6
1995-12-01,52,0,8,39,5,0,0,2,2,0,0,48,0,0,0,0,0,6,0,40,6,0,0,15,35,2
1995-12-02,34,0,6,28,0,0,0,1,0,0,0,30,3,0,0,0,0,2,1,26,5,0,0,4,30,0
1995-12-03,54,0,3,51,0,0,0,0,1,0,0,53,0,0,0,0,0,2,1,46,5,0,0,6,47,1
1995-12-04,81,0,2,79,0,0,0,0,1,0,0,80,0,0,0,0,0,7,1,70,3,0,0,5,74,2
1995-12-05,51,1,7,43,0,0,0,0,0,1,0,49,1,0,0,0,0,5,0,42,4,0,0,0,51,0
1995-12-06,84,0,13,71,0,0,0,0,10,0,0,72,0,2,0,0,0,6,5,68,5,0,0,2,80,2
1995-12-07,111,0,0,111,0,0,0,0,0,0,0,111,0,0,0,0,0,7,7,91,6,0,0,7,103,1
1995-12-08,70,0,4,66,0,0,0,0,2,0,0,68,0,0,0,0,0,6,0,60,4,0,0,3,66,1
1995-12-09,79,0,26,53,0,0,0,1,8,0,0,69,0,0,1,0,0,7,5,56,11,0,0,8,70,1
1995-12-10,73,0,5,68,0,0,0,1,2,0,2,66,0,2,0,0,0,1,3,63,6,0,0,19,45,9
1995-12-11,37,0,18,19,0,0,0,0,8,0,0,28,0,0,1,0,0,2,0,31,4,0,0,17,19,1
1995-12-12,65,0,57,8,0,0,0,3,22,0,8,29,0,1,2,0,0,3,0,55,7,0,0,32,25,8
1995-12-13,65,0,38,27,0,0,0,2,16,0,2,43,0,2,0,0,0,5,1,50,9,0,0,35,26,4
1995-12-14,47,0,18,29,0,0,0,1,4,0,1,41,0,0,0,0,0,1,2,40,4,0,0,20,24,3
1995-12-15,52,0,21,31,0,0,0,1,6,1,0,39,4,0,1,0,0,3,3,35,11,0,0,22,26,4
1995-12-16,20,0,3,17,0,0,0,0,0,0,0,18,2,0,0,0,0,1,0,15,4,0,0,4,15,1
1995-12-17,20,0,8,12,0,0,0,3,3,0,0,14,0,0,0,0,0,1,0,17,2,0,0,4,14,2
1995-12-18,51,0,28,23,0,0,0,1,5,0,0,44,0,1,0,0,0,7,1,32,11,0,0,23,24,4
1995-12-19,84,0,69,15,0,0,0,1,56,0,1,22,0,3,1,0,0,1,1,65,17,0,0,55,21,8
1995-12-20,45,1,20,23,1,0,0,4,2,0,0,38,0,1,0,0,0,3,1,36,5,0,0,20,20,5
1995-12-21,55,0,48,6,1,0,0,4,23,4,2,19,0,3,0,0,0,1,5,36,13,0,0,25,25,5
1995-12-22,42,1,37,4,0,0,0,0,29,1,1,9,1,0,1,0,0,5,0,30,7,0,0,21,21,0
1995-12-23,16,0,15,1,0,0,0,0,8,0,0,6,0,1,1,0,0,2,0,10,4,0,0,6,7,3
1995-12-24,14,0,5,7,2,0,0,1,1,0,0,12,0,0,0,0,0,0,2,12,0,0,0,5,8,1
1995-12-25,9,1,1,6,1,0,0,0,0,0,1,8,0,0,0,0,0,0,0,8,1,0,0,2,7,0
1995-12-26,14,0,2,6,6,0,0,1,0,0,0,13,0,0,0,0,0,0,0,10,4,0,0,4,10,0
1995-12-27,15,0,6,5,4,0,0,2,0,1,0,12,0,0,0,0,0,1,0,11,3,0,0,3,12,0
1995-12-28,17,0,9,8,0,0,0,1,1,0,1,14,0,0,0,0,0,0,1,12,4,0,0,3,13,1
1995-12-29,23,0,6,12,5,0,0,1,0,0,0,22,0,0,0,0,0,2,1,17,3,0,0,4,18,1
1995-12-30,12,0,6,2,4,0,0,1,3,0,1,7,0,0,0,0,0,0,0,11,1,0,0,5,7,0
1995-12-31,10,1,8,0,1,0,0,0,4,0,2,3,0,0,0,1,0,1,0,6,3,0,0,5,3,2
1996-01-01,15,0,14,1,0,0,0,2,1,0,4,6,0,1,1,0,0,2,0,12,1,0,0,4,10,1
1996-01-02,56,0,12,41,3,0,0,1,0,0,2,51,1,1,0,0,0,4,0,45,7,0,0,16,36,4
1996-01-03,62,0,13,49,0,0,0,0,3,0,0,59,0,0,0,0,0,5,4,48,5,0,0,18,41,3
1996-01-04,60,0,4,54,2,0,0,0,3,0,0,55,0,2,0,0,0,7,1,48,4,0,0,7,52,1
1996-01-05,64,0,26,38,0,0,0,0,16,0,0,48,0,0,0,0,0,2,0,55,7,0,0,5,57,2
1996-01-06,74,0,4,70,0,0,0,0,1,0,0,72,1,0,0,0,0,4,1,63,6,0,0,5,66,3
1996-01-07,86,0,27,57,1,1,0,0,16,0,0,62,4,1,3,0,0,6,2,71,7,0,0,5,80,1
1996-01-08,89,0,5,84,0,0,0,0,2,0,0,86,0,1,0,0,0,7,6,71,5,0,0,5,81,3
1996-01-09,49,0,2,47,0,0,0,0,2,0,0,46,1,0,0,0,0,5,1,41,2,0,0,4,44,1
1996-01-10,88,0,10,78,0,0,0,1,2,0,0,82,1,2,0,0,0,3,3,76,6,0,0,15,66,7
1996-01-11,63,0,4,59,0,0,0,1,2,0,0,58,1,1,0,0,0,3,3,52,5,0,0,16,45,2
1996-01-12,17,0,7,10,0,0,0,2,4,0,0,9,1,1,0,0,0,1,2,11,3,0,0,9,7,1
1996-01-13,42,0,12,30,0,0,0,1,2,0,0,39,0,0,0,0,0,4,1,37,0,0,0,7,34,1
1996-01-14,30,0,5,25,0,0,0,0,1,0,0,28,1,0,0,0,0,4,0,25,1,0,0,7,19,4
1996-01-15,66,0,25,40,0,0,1,0,4,0,9,51,0,2,0,0,0,6,5,45,10,0,0,29,33,4
1996-01-16,51,0,28,23,0,0,0,1,0,0,18,30,1,1,0,0,0,5,3,33,10,0,0,20,27,4
1996-01-17,62,0,25,37,0,0,0,3,3,0,7,46,0,3,0,0,0,7,1,44,10,0,0,28,28,6
1996-01-18,55,0,16,39,0,0,0,3,0,0,3,48,0,1,0,0,0,3,2,45,5,0,0,22,28,5
1996-01-19,56,0,18,38,0,0,0,3,0,0,4,48,0,1,0,0,0,0,3,48,5,0,0,25,28,3
1996-01-20,28,0,5,23,0,0,0,0,1,0,0,26,1,0,0,0,0,2,2,23,1,0,0,13,13,2
1996-01-21,25,0,6,17,1,0,1,0,1,0,1,19,2,2,0,0,0,2,3,15,5,0,0,13,11,1
1996-01-22,49,0,13,36,0,0,0,2,2,0,0,41,2,1,1,0,0,4,1,38,6,0,0,21,26,2
1996-01-23,71,1,43,27,0,0,0,1,27,1,0,30,5,1,6,0,0,7,3,55,6,0,0,31,28,12
1996-01-24,64,0,22,38,3,0,1,5,6,0,0,47,5,1,0,0,0,5,2,48,9,0,0,34,26,4
1996-01-25,53,0,11,41,1,0,0,0,0,0,0,42,10,1,0,0,0,5,4,39,5,0,0,25,22,6
1996-01-26,34,6,11,12,5,0,0,3,1,9,0,18,0,0,0,3,0,1,2,30,1,0,0,6,24,4
1996-01-27,12,6,2,2,2,0,0,3,1,2,0,3,2,0,0,1,0,2,0,10,0,0,0,8,3,1
1996-01-28,13,0,6,3,4,0,0,1,0,0,0,11,1,0,0,0,0,0,1,11,1,0,0,3,9,1
1996-01-29,56,1,21,34,0,0,0,2,0,0,0,51,1,2,0,0,0,2,0,46,8,0,0,22,26,8
1996-01-30,50,0,16,33,1,0,0,1,0,0,0,49,0,0,0,0,0,3,5,33,9,0,0,24,22,4
1996-01-31,54,0,19,31,3,0,1,3,0,0,0,49,0,1,1,0,0,3,2,44,5,0,0,25,26,3
1996-02-01,32,0,21,11,0,0,0,2,2,0,2,26,0,0,0,0,0,2,3,24,3,0,0,16,15,1
1996-02-02,64,0,24,40,0,0,0,3,2,1,1,57,0,0,0,0,0,5,2,50,7,0,0,26,36,2
1996-02-03,40,0,12,28,0,0,0,0,5,0,0,35,0,0,0,0,0,4,1,31,4,0,0,10,30,0
1996-02-04,63,0,2,61,0,0,0,0,0,0,0,63,0,0,0,0,0,6,4,48,5,0,0,4,58,1
1996-02-05,53,0,11,42,0,0,0,0,7,0,0,44,1,1,0,0,0,2,1,47,3,0,0,3,50,0
1996-02-06,50,0,3,47,0,0,0,0,2,0,0,47,0,1,0,0,0,3,1,41,5,0,0,3,46,1
1996-02-07,81,0,1,80,0,0,0,0,1,0,0,80,0,0,0,0,0,6,4,67,4,0,0,0,80,1
1996-02-08,98,0,1,97,0,0,0,0,0,0,0,97,0,1,0,0,0,8,5,81,4,0,0,6,90,2
1996-02-09,102,0,12,90,0,0,0,0,10,0,0,91,0,1,0,0,0,4,4,89,5,0,0,8,90,4
1996-02-10,94,0,5,89,0,0,0,1,1,0,0,91,0,1,0,0,0,5,3,76,10,0,0,11,81,2
1996-02-11,37,0,13,24,0,0,0,1,6,0,0,25,3,0,2,0,0,2,1,32,2,0,0,13,21,3
1996-02-12,77,0,14,63,0,0,0,1,4,0,0,62,8,2,0,0,0,4,3,61,9,0,0,34,41,2
1996-02-13,59,0,26,32,0,1,0,2,10,0,0,39,5,2,1,0,0,3,4,44,8,0,0,25,29,5
1996-02-14,58,0,7,51,0,0,0,0,0,0,0,54,0,3,1,0,0,4,3,45,6,0,0,16,38,4
1996-02-15,63,0,10,52,1,0,0,1,5,0,0,55,1,0,1,0,0,7,0,47,9,0,0,18,40,5
1996-02-16,66,0,15,51,0,0,0,0,4,0,1,55,6,0,0,0,0,5,2,53,6,0,0,17,48,1
1996-02-17,46,0,8,38,0,0,0,0,7,0,0,33,4,1,1,0,0,7,2,33,4,0,0,18,25,3
1996-02-18,28,0,17,11,0,0,0,0,3,0,0,14,7,0,4,0,0,2,1,24,1,0,0,9,19,0
1996-02-19,42,3,12,27,0,0,0,0,2,3,0,26,10,0,0,1,0,4,1,35,2,0,0,10,31,1
1996-02-20,40,2,8,26,4,0,0,0,0,2,0,24,9,3,0,2,0,6,2,31,1,0,0,10,28,2
1996-02-21,43,0,12,30,1,0,0,2,2,0,0,38,0,1,0,0,0,4,1,34,4,0,0,13,29,1
1996-02-22,55,0,31,23,1,0,0,0,9,4,0,38,2,2,0,0,0,6,1,42,6,0,0,17,36,2
1996-02-23,49,0,21,27,1,0,0,1,10,0,1,36,0,1,0,0,0,4,5,36,4,0,0,12,34,3
1996-02-24,20,0,12,8,0,0,0,1,8,0,0,10,1,0,0,0,0,2,0,10,8,0,0,5,13,2
1996-02-25,26,0,16,10,0,0,0,1,8,0,0,16,0,1,0,0,0,4,1,20,1,0,0,9,15,2
1996-02-26,65,0,18,42,5,0,0,0,0,0,0,62,2,1,0,0,0,7,4,48,6,0,0,12,48,5
1996-02-27,58,0,7,44,7,0,0,1,0,0,1,56,0,0,0,0,0,8,1,43,6,0,0,11,46,1
1996-02-28,62,0,5,55,2,0,0,1,0,0,3,56,0,2,0,0,0,5,0,52,5,0,0,12,44,6
1996-02-29,50,0,4,44,2,0,0,0,0,0,2,46,0,2,0,0,0,5,0,41,4,0,0,19,30,1
1996-03-01,50,0,28,22,0,0,0,1,4,0,0,43,1,1,0,0,0,6,2,32,10,0,0,34,14,2
1996-03-02,34,0,8,25,1,0,0,0,0,0,0,34,0,0,0,0,0,1,3,30,0,0,0,7,25,2
1996-03-03,24,0,13,11,0,0,0,1,6,0,0,16,0,0,1,0,0,3,0,19,2,0,0,3,20,1
1996-03-04,78,0,2,74,2,0,0,0,0,0,0,78,0,0,0,0,0,5,2,60,11,0,0,5,71,2
1996-03-05,67,0,0,67,0,0,0,0,0,0,0,66,1,0,0,0,0,8,1,52,6,0,0,3,64,0
1996-03-06,63,0,10,53,0,0,0,0,4,0,0,59,0,0,0,0,0,3,0,55,5,0,0,0,61,2
1996-03-07,96,0,31,65,0,0,0,0,18,0,0,75,0,3,0,0,0,3,3,81,9,0,0,3,91,2
1996-03-08,79,0,2,77,0,0,0,0,2,0,0,77,0,0,0,0,0,6,6,64,3,0,0,6,72,1
1996-03-09,81,0,15,66,0,0,0,0,11,0,0,69,0,1,0,0,0,5,3,67,6,0,0,7,73,1
1996-03-10,66,0,24,42,0,0,0,0,14,0,0,38,6,5,3,0,0,6,9,44,7,0,0,12,50,4
1996-03-11,28,0,6,22,0,0,0,1,2,0,0,20,4,0,1,0,0,4,1,23,0,0,0,7,19,2
1996-03-12,80,0,56,23,0,0,1,2,31,0,0,30,7,3,6,1,0,6,0,62,12,0,0,40,34,6
1996-03-13,35,0,3,32,0,0,0,0,0,0,0,31,4,0,0,0,0,7,0,26,2,0,0,11,23,1
1996-03-14,46,0,4,42,0,0,0,0,0,0,0,43,2,1,0,0,0,3,1,40,2,0,0,8,34,4
1996-03-15,34,0,8,26,0,0,0,0,5,0,0,29,0,0,0,0,0,2,2,26,4,0,0,8,25,1
1996-03-16,22,0,12,10,0,0,0,1,6,0,1,14,0,0,0,0,0,0,0,15,7,0,0,4,18,0
1996-03-17,26,0,5,21,0,0,0,0,1,0,2,23,0,0,0,0,0,1,0,23,2,0,0,5,21,0
1996-03-18,45,0,8,37,0,0,0,1,2,0,0,41,0,1,0,0,0,0,6,35,4,0,0,9,34,2
1996-03-19,51,0,7,43,0,0,1,3,1,0,1,43,0,3,0,0,0,7,2,38,4,0,0,11,39,1
1996-03-20,43,0,23,20,0,0,0,3,14,0,1,24,0,1,0,0,0,6,2,30,5,0,0,23,19,1
1996-03-21,47,0,27,20,0,0,0,3,16,0,1,27,0,0,0,0,0,6,0,34,7,0,0,14,33,0
1996-03-22,49,0,31,18,0,0,0,1,21,0,1,23,0,3,0,0,0,2,2,40,5,0,0,15,30,4
1996-03-23,31,0,11,20,0,0,0,1,3,0,0,26,0,1,0,0,0,3,2,24,2,0,0,7,21,3
1996-03-24,30,0,1,29,0,0,0,0,0,0,0,30,0,0,0,0,0,3,1,24,2,0,0,7,23,0
1996-03-25,49,0,13,36,0,0,0,0,9,0,0,38,0,2,0,0,0,1,2,41,5,0,0,11,35,3
1996-03-26,45,0,16,29,0,0,0,3,4,0,0,36,1,1,0,0,0,2,0,38,5,0,0,10,33,2
1996-03-27,51,0,1,50,0,0,0,0,0,0,0,50,1,0,0,0,0,1,3,44,3,0,0,8,42,1
1996-03-28,56,0,4,52,0,0,0,0,3,0,0,50,1,2,0,0,0,2,5,45,4,0,0,9,45,2
1996-03-29,49,0,6,43,0,0,0,0,2,0,0,47,0,0,0,0,0,2,3,40,4,0,0,9,40,0
1996-03-30,38,0,1,37,0,0,0,0,0,0,0,37,0,1,0,0,0,1,3,33,1,0,0,4,34,0
1996-03-31,34,0,1,33,0,0,0,0,1,0,0,33,0,0,0,0,0,6,1,26,1,0,0,6,27,1
1996-04-01,70,0,56,14,0,0,0,3,33,0,0,32,1,0,1,0,0,3,2,55,10,0,0,40,21,9
1996-04-02,32,0,12,19,1,0,0,2,0,0,0,29,1,0,0,0,0,2,1,24,5,0,0,10,20,2
1996-04-03,46,0,10,35,0,0,1,1,4,0,0,39,0,2,0,0,0,5,3,29,9,0,0,6,37,3
1996-04-04,61,0,1,58,2,0,0,1,0,0,0,59,1,0,0,0,0,3,2,50,6,0,0,5,56,0
1996-04-05,47,0,0,47,0,0,0,0,0,0,0,47,0,0,0,0,0,1,3,41,2,0,0,5,42,0
1996-04-06,85,0,0,85,0,0,0,0,0,0,0,82,1,2,0,0,0,11,2,65,7,0,0,1,84,0
1996-04-07,91,0,16,75,0,0,0,4,4,0,0,77,5,0,1,0,0,6,4,79,2,0,0,6,83,2
1996-04-08,57,0,0,57,0,0,0,0,0,0,0,57,0,0,0,0,0,2,0,50,5,0,0,3,54,0
1996-04-09,90,0,3,87,0,0,0,1,0,0,0,85,0,4,0,0,0,6,4,74,6,0,0,10,79,1
1996-04-10,88,0,35,53,0,0,0,2,11,0,0,69,2,3,1,0,0,8,2,68,10,0,0,14,69,5
1996-04-11,79,0,40,39,0,0,0,3,16,0,0,46,6,3,4,1,0,7,4,61,7,0,0,31,40,8
1996-04-12,73,0,22,48,1,0,2,0,10,0,0,57,2,4,0,0,0,4,4,50,15,0,0,33,35,5
1996-04-13,46,0,2,44,0,0,0,0,1,0,0,43,0,2,0,0,0,2,1,41,2,0,0,4,42,0
1996-04-14,34,0,8,26,0,0,0,0,8,0,0,26,0,0,0,0,0,3,0,28,3,0,0,5,27,2
1996-04-15,54,0,7,47,0,0,0,0,3,0,0,50,0,1,0,0,0,6,1,41,6,0,0,5,48,1
1996-04-16,59,0,13,46,0,0,0,1,8,0,0,49,0,1,0,0,0,5,2,49,3,0,0,4,54,1
1996-04-17,69,0,11,58,0,0,0,1,4,0,1,61,0,1,1,0,0,3,6,56,4,0,0,6,62,1
1996-04-18,63,0,13,50,0,0,0,0,10,0,0,47,4,1,1,0,0,4,3,53,3,0,0,9,53,1
1996-04-19,69,0,12,57,0,0,0,0,4,0,0,64,0,1,0,0,0,5,6,52,6,0,0,7,60,2
