Date,Accident_Count,Road_conditions_Snow,Road_conditions_Wet,Road_conditions_Dry,Road_conditions_Frost,Road_conditions_Flood,Road_conditions_Missing_Data,Weather_conditions_Unknown,Weather_conditions_Rain,Weather_conditions_Snow,Weather_conditions_Fog,Weather_conditions_Clear,Weather_conditions_Clear_and_windy,Weather_conditions_Other,Weather_conditions_Rain_and_windy,Weather_conditions_Snow_and_windy,Weather_conditions_Missing_data,Road_type_Dual_carriageway,Road_type_Unknown,Road_type_Single_carriageway,Road_type_Roundabout,Road_type_One_way_sreet,Road_type_Slip_road,Light_conditions_Darkness_lights_lit,Light_conditions_Daylight,Light_conditions_Darkness_no_lights
1996-04-20,54,0,7,47,0,0,0,0,3,0,0,49,1,1,0,0,0,5,1,46,2,0,0,5,48,1
1996-04-21,47,0,3,44,0,0,0,0,1,0,1,45,0,0,0,0,0,4,1,38,4,0,0,4,42,1
1996-04-22,74,0,21,53,0,0,0,1,17,0,0,55,0,1,0,0,0,4,2,58,10,0,0,9,63,2
1996-04-23,61,0,18,43,0,0,0,0,11,0,0,48,2,0,0,0,0,4,2,50,5,0,0,5,55,1
1996-04-24,67,0,7,60,0,0,0,0,4,0,0,62,0,1,0,0,0,4,4,53,6,0,0,3,62,2
1996-04-25,68,0,6,62,0,0,0,0,2,0,0,66,0,0,0,0,0,3,4,54,7,0,0,4,62,2
1996-04-26,79,0,4,75,0,0,0,0,2,0,0,76,0,1,0,0,0,4,1,71,3,0,0,7,71,1
1996-04-27,73,0,2,70,0,0,1,0,1,0,0,70,0,1,1,0,0,1,4,66,2,0,0,3,69,1
1996-04-28,45,0,4,41,0,0,0,0,2,0,0,42,0,0,1,0,0,1,0,42,2,0,0,4,39,2
1996-04-29,63,0,4,59,0,0,0,0,3,0,0,58,0,2,0,0,0,3,1,53,6,0,0,3,57,3
1996-04-30,56,0,18,38,0,0,0,0,12,0,0,42,0,0,2,0,0,0,3,50,3,0,0,2,52,2
1996-05-01,74,0,62,12,0,0,0,3,37,0,2,31,0,1,0,0,0,3,3,53,15,0,0,36,34,4
1996-05-02,35,4,8,23,0,0,0,2,2,6,0,23,1,0,1,0,0,3,4,23,5,0,0,17,16,2
1996-05-03,58,0,8,50,0,0,0,0,4,0,0,52,1,1,0,0,0,5,2,50,1,0,0,14,42,2
1996-05-04,40,0,0,40,0,0,0,0,0,0,0,40,0,0,0,0,0,3,3,33,1,0,0,3,37,0
1996-05-05,58,0,1,57,0,0,0,0,0,0,0,56,0,2,0,0,0,4,2,49,3,0,0,5,51,2
1996-05-06,93,0,2,91,0,0,0,0,0,0,0,89,2,2,0,0,0,6,5,77,5,0,0,5,85,3
1996-05-07,78,0,12,66,0,0,0,1,6,0,0,68,0,2,1,0,0,8,6,62,2,0,0,4,71,3
1996-05-08,104,0,1,103,0,0,0,0,0,0,0,100,1,2,1,0,0,6,6,87,5,0,0,4,98,2
1996-05-09,86,0,0,86,0,0,0,0,0,0,0,85,0,1,0,0,0,2,5,72,7,0,0,7,76,3
1996-05-10,58,0,6,52,0,0,0,0,2,0,0,55,0,1,0,0,0,2,1,52,3,0,0,6,51,1
1996-05-11,87,0,20,67,0,0,0,0,8,0,0,59,14,0,6,0,0,5,3,66,13,0,0,25,55,7
1996-05-12,60,1,26,27,6,0,0,1,4,1,4,45,0,5,0,0,0,6,1,43,10,0,0,24,28,8
1996-05-13,81,0,1,80,0,0,0,0,0,0,0,81,0,0,0,0,0,7,4,63,7,0,0,1,79,1
1996-05-14,73,0,0,73,0,0,0,0,0,0,0,72,0,1,0,0,0,2,9,56,6,0,0,4,69,0
1996-05-15,79,0,0,79,0,0,0,0,0,0,1,77,0,1,0,0,0,5,6,59,9,0,0,6,73,0
1996-05-16,58,0,7,50,1,0,0,0,6,0,0,51,0,1,0,0,0,3,3,50,2,0,0,2,55,1
1996-05-17,60,0,11,49,0,0,0,1,4,0,0,55,0,0,0,0,0,1,0,56,3,0,0,2,56,2
1996-05-18,44,0,9,35,0,0,0,2,6,0,1,35,0,0,0,0,0,4,4,31,5,0,0,4,38,2
1996-05-19,38,0,15,22,0,1,0,0,10,0,1,18,6,2,1,0,0,2,2,30,4,0,0,2,35,1
1996-05-20,72,0,7,65,0,0,0,0,2,0,0,70,0,0,0,0,0,8,2,57,5,0,0,3,69,0
1996-05-21,79,0,14,65,0,0,0,0,9,0,0,70,0,0,0,0,0,10,1,61,7,0,0,2,76,1
1996-05-22,63,0,41,22,0,0,0,2,27,0,0,32,0,1,1,0,0,3,1,53,6,0,0,1,61,1
1996-05-23,66,0,27,39,0,0,0,0,16,0,0,45,3,1,1,0,0,2,3,56,5,0,0,7,59,0
1996-05-24,68,0,35,33,0,0,0,1,25,0,0,40,0,1,1,0,0,4,0,53,11,0,0,3,65,0
1996-05-25,45,0,4,41,0,0,0,0,3,0,0,41,0,1,0,0,0,3,2,39,1,0,0,2,43,0
1996-05-26,38,0,19,19,0,0,0,0,14,0,0,23,1,0,0,0,0,3,3,31,1,0,0,2,34,2
1996-05-27,42,0,10,32,0,0,0,1,4,0,0,37,0,0,0,0,0,1,0,37,4,0,0,4,38,0
1996-05-28,64,0,14,50,0,0,0,0,11,0,0,53,0,0,0,0,0,5,4,52,3,0,0,4,60,0
1996-05-29,56,0,6,50,0,0,0,1,1,0,0,53,0,1,0,0,0,2,2,50,2,0,0,3,52,1
1996-05-30,107,0,6,101,0,0,0,0,2,0,1,101,2,1,0,0,0,7,5,89,6,0,0,4,100,3
1996-05-31,100,0,0,100,0,0,0,0,0,0,0,95,4,1,0,0,0,4,3,89,4,0,0,4,96,0
1996-06-01,29,0,21,8,0,0,0,1,9,0,0,19,0,0,0,0,0,3,1,17,8,0,0,8,21,0
1996-06-02,32,8,8,16,0,0,0,4,0,9,0,17,0,0,0,2,0,4,1,21,6,0,0,10,19,3
1996-06-03,56,0,2,54,0,0,0,0,0,0,0,56,0,0,0,0,0,2,1,45,8,0,0,11,44,1
1996-06-04,37,0,0,37,0,0,0,0,0,0,0,37,0,0,0,0,0,1,2,32,2,0,0,6,31,0
1996-06-05,60,0,0,60,0,0,0,0,0,0,0,60,0,0,0,0,0,5,4,48,3,0,0,1,56,3
1996-06-06,80,0,0,80,0,0,0,0,0,0,0,77,0,3,0,0,0,5,0,70,5,0,0,1,77,2
1996-06-07,64,0,10,54,0,0,0,0,7,0,0,57,0,0,0,0,0,5,4,50,5,0,0,7,57,0
1996-06-08,71,0,19,52,0,0,0,2,10,0,0,54,4,0,1,0,0,8,3,55,5,0,0,3,67,1
1996-06-09,91,0,0,91,0,0,0,0,0,0,0,90,0,1,0,0,0,2,7,74,8,0,0,11,76,4
1996-06-10,33,0,20,13,0,0,0,0,8,0,0,24,1,0,0,0,0,3,1,23,6,0,0,10,22,1
1996-06-11,73,0,29,44,0,0,0,0,7,0,0,40,17,2,7,0,0,12,4,46,11,0,0,28,39,6
1996-06-12,46,0,22,23,1,0,0,0,0,0,6,39,0,1,0,0,0,0,3,37,6,0,0,19,25,2
1996-06-13,115,0,1,114,0,0,0,1,1,0,0,111,0,2,0,0,0,2,6,102,5,0,0,3,110,2
1996-06-14,99,0,0,99,0,0,0,0,0,0,0,99,0,0,0,0,0,3,2,88,6,0,0,4,92,3
1996-06-15,66,0,0,66,0,0,0,0,0,0,0,64,2,0,0,0,0,8,2,55,1,0,0,2,63,1
1996-06-16,69,0,0,69,0,0,0,0,0,0,0,67,0,2,0,0,0,6,2,57,4,0,0,3,65,1
1996-06-17,98,0,1,97,0,0,0,0,0,0,0,98,0,0,0,0,0,4,1,91,2,0,0,8,90,0
1996-06-18,81,0,1,80,0,0,0,0,0,0,0,81,0,0,0,0,0,8,6,64,3,0,0,2,79,0
1996-06-19,93,0,0,93,0,0,0,0,0,0,0,92,1,0,0,0,0,8,5,73,7,0,0,3,90,0
1996-06-20,81,0,9,72,0,0,0,0,7,0,0,73,0,1,0,0,0,10,6,61,4,0,0,1,79,1
1996-06-21,84,0,1,83,0,0,0,1,1,0,0,81,1,0,0,0,0,7,5,67,5,0,0,2,80,2
1996-06-22,63,0,0,63,0,0,0,0,0,0,0,63,0,0,0,0,0,5,4,51,3,0,0,2,59,2
1996-06-23,72,0,0,72,0,0,0,0,0,0,0,72,0,0,0,0,0,5,4,61,2,0,0,3,69,0
1996-06-24,100,0,1,99,0,0,0,0,0,0,0,98,1,1,0,0,0,10,4,78,8,0,0,4,96,0
1996-06-25,100,0,1,99,0,0,0,0,1,0,0,98,1,0,0,0,0,9,3,77,11,0,0,3,97,0
1996-06-26,64,0,8,56,0,0,0,1,6,0,0,56,0,0,1,0,0,2,5,53,4,0,0,3,60,1
1996-06-27,87,0,1,86,0,0,0,0,1,0,0,86,0,0,0,0,0,8,0,74,5,0,0,7,79,1
1996-06-28,79,0,37,42,0,0,0,1,24,0,0,52,0,1,1,0,0,6,7,64,2,0,0,6,73,0
1996-06-29,45,0,7,38,0,0,0,4,2,0,0,32,5,1,1,0,0,6,0,37,2,0,0,2,43,0
1996-06-30,44,0,3,41,0,0,0,1,2,0,0,40,1,0,0,0,0,5,0,39,0,0,0,3,41,0
1996-07-01,23,0,19,4,0,0,0,2,1,0,0,19,0,1,0,0,0,1,1,19,2,0,0,7,16,0
1996-07-02,36,3,14,16,3,0,0,5,0,3,0,28,0,0,0,0,0,4,2,23,7,0,0,13,21,2
1996-07-03,58,0,5,53,0,0,0,0,1,0,0,54,2,1,0,0,0,4,1,47,6,0,0,17,40,1
1996-07-04,23,0,1,22,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,22,1,0,0,2,20,1
1996-07-05,74,0,1,73,0,0,0,0,1,0,0,70,2,1,0,0,0,3,4,63,4,0,0,1,71,2
1996-07-06,85,0,3,82,0,0,0,0,2,0,0,80,0,3,0,0,0,6,4,71,4,0,0,5,77,3
1996-07-07,69,0,7,62,0,0,0,0,3,0,0,63,2,1,0,0,0,2,2,60,5,0,0,3,65,1
1996-07-08,86,0,4,82,0,0,0,0,2,0,0,82,1,1,0,0,0,6,4,71,5,0,0,4,81,1
1996-07-09,67,0,0,67,0,0,0,0,0,0,0,67,0,0,0,0,0,1,1,62,3,0,0,2,62,3
1996-07-10,67,0,7,58,0,0,2,0,3,0,0,62,1,1,0,0,0,8,2,51,6,0,0,19,46,2
1996-07-11,74,0,37,37,0,0,0,4,16,0,0,49,5,0,0,0,0,8,3,55,8,0,0,21,47,6
1996-07-12,30,0,15,13,2,0,0,1,1,0,3,24,0,1,0,0,0,5,1,19,5,0,0,15,14,1
1996-07-13,72,0,3,69,0,0,0,0,3,0,0,69,0,0,0,0,0,2,0,67,3,0,0,7,65,0
1996-07-14,57,0,0,57,0,0,0,0,0,0,0,57,0,0,0,0,0,2,1,52,2,0,0,2,54,1
1996-07-15,100,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,5,4,83,8,0,0,7,92,1
1996-07-16,109,0,0,109,0,0,0,0,0,0,0,109,0,0,0,0,0,8,2,94,5,0,0,5,104,0
1996-07-17,124,1,0,123,0,0,0,0,0,0,0,121,1,2,0,0,0,10,5,101,8,0,0,3,118,3
1996-07-18,108,0,1,107,0,0,0,0,1,0,0,106,1,0,0,0,0,13,3,83,9,0,0,8,99,1
1996-07-19,99,0,0,99,0,0,0,0,0,0,0,97,0,2,0,0,0,4,2,88,5,0,0,6,93,0
1996-07-20,85,0,1,84,0,0,0,0,0,0,0,85,0,0,0,0,0,7,2,73,3,0,0,4,80,1
1996-07-21,84,0,0,84,0,0,0,0,0,0,0,83,0,0,1,0,0,4,1,75,4,0,0,6,76,2
1996-07-22,99,0,1,98,0,0,0,0,1,0,0,98,0,0,0,0,0,5,8,84,2,0,0,3,95,1
1996-07-23,92,0,11,81,0,0,0,1,7,0,0,83,0,1,0,0,0,8,4,76,4,0,0,4,85,3
1996-07-24,119,0,6,113,0,0,0,1,5,0,0,111,1,0,1,0,0,11,8,89,11,0,0,4,113,2
1996-07-25,130,0,0,130,0,0,0,0,0,0,0,129,0,1,0,0,0,6,4,114,6,0,0,9,118,3
1996-07-26,91,0,4,87,0,0,0,0,2,0,0,88,0,0,0,1,0,4,3,79,5,0,0,8,79,4
1996-07-27,73,0,4,69,0,0,0,1,1,0,0,71,0,0,0,0,0,3,1,66,3,0,0,10,60,3
1996-07-28,38,0,11,27,0,0,0,0,6,0,0,32,0,0,0,0,0,2,3,29,4,0,0,2,35,1
1996-07-29,102,0,15,87,0,0,0,0,9,0,0,92,0,1,0,0,0,10,2,87,3,0,0,5,97,0
1996-07-30,87,0,10,77,0,0,0,2,4,0,0,81,0,0,0,0,0,7,3,72,5,0,0,7,77,3
1996-07-31,95,0,0,95,0,0,0,1,0,0,0,92,2,0,0,0,0,10,3,78,4,0,0,5,89,1
1996-08-01,68,0,53,15,0,0,0,2,28,0,0,27,2,0,9,0,0,8,2,46,12,0,0,39,24,5
1996-08-02,40,2,18,18,2,0,0,0,0,4,0,34,0,1,1,0,0,2,1,31,6,0,0,14,23,3
1996-08-03,55,0,21,34,0,0,0,0,14,2,0,35,3,1,0,0,0,4,2,41,8,0,0,23,27,5
1996-08-04,35,0,2,33,0,0,0,0,1,0,0,34,0,0,0,0,0,1,1,30,3,0,0,5,30,0
1996-08-05,78,0,0,78,0,0,0,0,0,0,0,73,4,1,0,0,0,8,4,60,6,0,0,2,75,1
1996-08-06,82,0,2,80,0,0,0,0,2,0,0,79,0,1,0,0,0,3,6,71,2,0,0,4,76,2
1996-08-07,89,0,1,88,0,0,0,0,0,0,0,88,1,0,0,0,0,7,4,73,5,0,0,6,83,0
1996-08-08,104,0,8,96,0,0,0,1,4,0,0,98,0,1,0,0,0,9,6,85,4,0,0,4,98,2
1996-08-09,69,0,4,65,0,0,0,2,2,0,0,65,0,0,0,0,0,0,4,61,4,0,0,5,61,3
1996-08-10,75,0,34,41,0,0,0,3,25,0,0,44,0,3,0,0,0,6,2,53,14,0,0,18,51,6
1996-08-11,78,0,25,50,3,0,0,1,7,0,0,68,1,1,0,0,0,5,1,63,9,0,0,21,53,4
1996-08-12,17,0,12,5,0,0,0,1,4,0,2,9,0,1,0,0,0,2,2,12,1,0,0,7,9,1
1996-08-13,80,0,0,80,0,0,0,0,0,0,0,79,0,1,0,0,0,10,2,62,6,0,0,6,73,1
1996-08-14,90,0,0,89,0,0,1,0,0,0,0,87,0,3,0,0,0,6,5,71,8,0,0,4,86,0
1996-08-15,109,0,0,109,0,0,0,1,0,0,0,108,0,0,0,0,0,6,5,90,8,0,0,2,102,5
1996-08-16,129,0,1,128,0,0,0,0,0,0,0,127,0,2,0,0,0,9,7,104,9,0,0,11,117,1
1996-08-17,70,0,0,70,0,0,0,0,0,0,0,70,0,0,0,0,0,0,2,62,6,0,0,6,64,0
1996-08-18,77,0,0,77,0,0,0,0,0,0,0,77,0,0,0,0,0,1,2,68,6,0,0,11,64,2
1996-08-19,105,0,6,99,0,0,0,0,5,0,0,100,0,0,0,0,0,4,10,82,9,0,0,5,99,1
1996-08-20,78,0,13,65,0,0,0,2,8,0,0,67,0,1,0,0,0,5,6,61,6,0,0,7,71,0
1996-08-21,102,0,2,99,1,0,0,0,1,0,0,98,0,3,0,0,0,10,6,80,6,0,0,5,96,1
1996-08-22,111,0,18,93,0,0,0,1,15,0,0,89,1,3,2,0,0,9,6,85,11,0,0,15,92,4
1996-08-23,84,0,36,48,0,0,0,0,25,0,0,58,0,0,1,0,0,5,5,67,7,0,0,8,76,0
1996-08-24,66,0,24,42,0,0,0,0,17,0,0,48,0,1,0,0,0,5,6,53,2,0,0,7,56,3
1996-08-25,40,0,11,28,0,1,0,0,7,0,0,33,0,0,0,0,0,4,0,34,2,0,0,7,31,2
1996-08-26,48,0,13,35,0,0,0,3,5,0,0,40,0,0,0,0,0,4,1,41,2,0,0,6,41,1
1996-08-27,84,0,9,75,0,0,0,0,1,0,0,83,0,0,0,0,0,8,5,64,7,0,0,3,79,2
1996-08-28,84,0,11,73,0,0,0,2,6,0,0,76,0,0,0,0,0,6,5,67,6,0,0,10,74,0
1996-08-29,59,1,11,47,0,0,0,0,4,0,0,50,2,0,3,0,0,4,5,48,2,0,0,4,54,1
1996-08-30,73,0,5,68,0,0,0,3,2,0,0,68,0,0,0,0,0,6,4,59,4,0,0,5,64,4
1996-08-31,52,0,0,52,0,0,0,0,0,0,0,51,1,0,0,0,0,4,4,43,1,0,0,2,48,2
1996-09-01,63,0,44,18,0,0,1,5,12,0,0,42,0,2,2,0,0,6,2,44,11,0,0,33,26,4
1996-09-02,46,2,39,5,0,0,0,3,18,3,0,13,2,2,4,1,0,4,1,33,8,0,0,16,28,2
1996-09-03,34,0,7,27,0,0,0,0,4,0,0,30,0,0,0,0,0,1,2,31,0,0,0,8,25,1
1996-09-04,68,0,2,66,0,0,0,0,1,0,0,66,0,1,0,0,0,3,1,63,1,0,0,7,59,2
1996-09-05,65,0,0,65,0,0,0,0,0,0,0,62,1,2,0,0,0,5,1,57,2,0,0,3,61,1
1996-09-06,71,0,0,71,0,0,0,0,0,0,0,71,0,0,0,0,0,7,4,55,5,0,0,1,69,1
1996-09-07,64,0,3,61,0,0,0,0,1,0,0,63,0,0,0,0,0,1,1,59,3,0,0,2,62,0
1996-09-08,89,0,13,76,0,0,0,1,11,0,0,77,0,0,0,0,0,12,5,69,3,0,0,4,84,1
1996-09-09,62,0,4,58,0,0,0,0,4,0,0,57,1,0,0,0,0,7,3,47,5,0,0,9,53,0
1996-09-10,80,0,22,58,0,0,0,1,8,0,0,70,0,1,0,0,0,4,3,67,6,0,0,15,62,3
1996-09-11,34,0,11,23,0,0,0,0,3,0,0,29,1,1,0,0,0,1,1,30,2,0,0,14,20,0
1996-09-12,49,0,18,31,0,0,0,2,1,0,1,45,0,0,0,0,0,1,2,38,8,0,0,17,29,3
1996-09-13,101,0,3,98,0,0,0,1,0,0,0,98,2,0,0,0,0,4,1,94,2,0,0,10,88,3
1996-09-14,75,0,2,73,0,0,0,0,0,0,0,74,0,1,0,0,0,4,3,64,4,0,0,6,67,2
1996-09-15,73,0,0,73,0,0,0,0,0,0,0,73,0,0,0,0,0,7,4,56,6,0,0,6,66,1
1996-09-16,108,0,0,108,0,0,0,0,0,0,0,106,1,1,0,0,0,7,6,89,6,0,0,10,97,1
1996-09-17,98,0,0,98,0,0,0,0,0,0,0,96,2,0,0,0,0,4,3,82,9,0,0,13,81,4
1996-09-18,94,0,3,91,0,0,0,1,1,0,0,83,9,0,0,0,0,7,0,81,6,0,0,12,81,1
1996-09-19,89,0,26,63,0,0,0,4,19,0,0,57,6,1,2,0,0,9,4,64,12,0,0,11,73,5
1996-09-20,77,0,4,73,0,0,0,1,1,0,0,72,3,0,0,0,0,7,1,64,5,0,0,12,63,2
1996-09-21,74,0,7,67,0,0,0,0,2,0,0,69,2,1,0,0,0,5,0,63,6,0,0,9,61,4
1996-09-22,38,0,1,37,0,0,0,0,1,0,0,35,0,2,0,0,0,0,1,35,2,0,0,6,30,2
1996-09-23,88,0,6,82,0,0,0,0,2,0,0,83,1,2,0,0,0,5,4,71,8,0,0,11,74,3
1996-09-24,92,0,17,75,0,0,0,3,9,0,1,76,2,1,0,0,0,8,2,72,10,0,0,14,71,7
1996-09-25,83,0,28,55,0,0,0,1,9,0,0,70,1,2,0,0,0,14,1,60,8,0,0,15,61,7
1996-09-26,91,0,30,60,0,0,1,1,21,0,1,65,2,1,0,0,0,6,0,76,9,0,0,12,73,6
1996-09-27,89,0,11,77,1,0,0,0,2,0,0,83,2,1,1,0,0,8,4,71,6,0,0,12,75,2
1996-09-28,61,0,7,54,0,0,0,0,4,0,0,54,1,1,1,0,0,3,4,54,0,0,0,9,52,0
1996-09-29,40,0,29,11,0,0,0,1,20,0,0,16,0,1,2,0,0,1,1,34,4,0,0,7,33,0
1996-09-30,77,1,38,38,0,0,0,0,22,0,1,50,0,2,2,0,0,7,3,60,7,0,0,16,59,2
1996-10-01,78,0,39,39,0,0,0,2,4,0,1,69,0,2,0,0,0,9,1,63,5,0,0,26,43,9
1996-10-02,30,0,16,14,0,0,0,0,4,0,0,22,2,0,2,0,0,1,1,23,5,0,0,8,20,2
1996-10-03,30,0,0,30,0,0,0,0,0,0,0,30,0,0,0,0,0,2,0,26,2,0,0,3,27,0
1996-10-04,41,0,10,31,0,0,0,0,9,0,0,31,0,1,0,0,0,1,0,37,3,0,0,2,38,1
1996-10-05,58,0,8,49,0,1,0,0,3,0,0,54,1,0,0,0,0,2,2,49,5,0,0,3,54,1
1996-10-06,85,0,8,77,0,0,0,0,6,0,0,78,0,0,1,0,0,8,5,71,1,0,0,3,82,0
1996-10-07,104,0,3,100,0,0,1,1,0,0,0,102,0,1,0,0,0,3,5,88,8,0,0,7,96,1
1996-10-08,51,0,8,43,0,0,0,0,5,0,0,46,0,0,0,0,0,4,1,43,3,0,0,3,48,0
1996-10-09,66,0,3,63,0,0,0,0,2,0,0,64,0,0,0,0,0,1,3,60,2,0,0,5,58,3
1996-10-10,80,0,2,78,0,0,0,0,1,0,0,79,0,0,0,0,0,4,4,62,10,0,0,15,62,3
1996-10-11,33,0,17,16,0,0,0,1,3,0,0,28,1,0,0,0,0,1,1,27,4,0,0,12,21,0
1996-10-12,66,0,32,34,0,0,0,1,7,0,0,57,1,0,0,0,0,5,1,52,8,0,0,37,23,6
1996-10-13,40,0,2,38,0,0,0,1,0,0,0,38,0,1,0,0,0,2,2,34,2,0,0,8,31,1
1996-10-14,83,0,22,61,0,0,0,2,13,0,0,66,0,0,2,0,0,1,7,65,10,0,0,21,59,3
1996-10-15,97,0,31,66,0,0,0,1,8,0,0,88,0,0,0,0,0,11,0,78,8,0,0,22,69,6
1996-10-16,91,0,20,71,0,0,0,0,5,0,0,83,0,2,1,0,0,7,3,69,12,0,0,12,72,7
1996-10-17,90,0,9,81,0,0,0,2,0,0,0,88,0,0,0,0,0,5,3,74,8,0,0,14,72,4
1996-10-18,98,0,62,36,0,0,0,1,37,0,0,53,2,2,3,0,0,7,5,70,16,0,0,29,67,2
1996-10-19,48,0,17,31,0,0,0,1,7,0,0,39,0,1,0,0,0,2,1,40,5,0,0,7,41,0
1996-10-20,27,0,23,3,0,0,1,1,17,0,0,8,0,1,0,0,0,1,1,21,4,0,0,5,18,4
1996-10-21,91,0,12,79,0,0,0,0,1,0,0,87,0,3,0,0,0,9,3,70,9,0,0,21,68,2
1996-10-22,72,0,7,65,0,0,0,0,2,0,0,67,1,2,0,0,0,3,3,60,6,0,0,15,54,3
1996-10-23,89,0,5,83,0,0,1,1,0,0,0,86,0,2,0,0,0,7,3,71,8,0,0,16,70,3
1996-10-24,80,0,29,51,0,0,0,3,16,0,0,59,0,2,0,0,0,2,1,66,11,0,0,32,43,5
1996-10-25,69,0,15,54,0,0,0,2,2,0,0,62,0,1,2,0,0,2,4,58,5,0,0,19,47,3
1996-10-26,54,0,10,44,0,0,0,0,4,0,0,47,3,0,0,0,0,0,1,50,3,0,0,11,41,2
1996-10-27,22,0,9,13,0,0,0,1,3,0,0,12,3,0,3,0,0,2,0,20,0,0,0,5,17,0
1996-10-28,77,0,51,26,0,0,0,1,14,0,0,24,15,2,21,0,0,2,4,62,9,0,0,26,45,6
1996-10-29,72,0,9,63,0,0,0,3,1,0,0,62,4,1,1,0,0,8,4,53,7,0,0,22,45,5
1996-10-30,62,0,9,53,0,0,0,0,6,0,0,53,1,1,1,0,0,5,0,53,4,0,0,16,39,7
1996-10-31,83,0,66,17,0,0,0,2,44,0,0,32,2,1,2,0,0,3,1,66,13,0,0,36,41,6
1996-11-01,69,0,49,20,0,0,0,3,25,0,2,34,2,1,2,0,0,6,0,48,15,0,0,39,25,5
1996-11-02,25,0,11,14,0,0,0,0,1,0,0,23,1,0,0,0,0,0,2,21,2,0,0,8,13,4
1996-11-03,49,0,18,30,1,0,0,0,12,0,5,31,0,1,0,0,0,2,4,35,8,0,0,14,33,2
1996-11-04,59,0,3,56,0,0,0,2,2,0,0,54,0,1,0,0,0,4,2,48,5,0,0,5,53,1
1996-11-05,37,0,1,36,0,0,0,1,1,0,1,34,0,0,0,0,0,2,1,31,3,0,0,1,36,0
1996-11-06,65,0,24,41,0,0,0,2,13,0,0,49,0,1,0,0,0,3,0,58,4,0,0,3,60,2
1996-11-07,80,0,2,78,0,0,0,0,1,0,0,79,0,0,0,0,0,4,4,67,5,0,0,4,75,1
1996-11-08,56,0,10,46,0,0,0,0,6,0,0,49,0,1,0,0,0,0,1,52,3,0,0,6,50,0
1996-11-09,76,0,11,65,0,0,0,0,6,1,0,68,0,1,0,0,0,7,2,60,7,0,0,11,63,2
1996-11-10,55,0,1,54,0,0,0,0,0,0,0,53,0,2,0,0,0,4,3,44,4,0,0,12,42,1
1996-11-11,82,0,40,39,3,0,0,2,14,0,3,57,1,3,2,0,0,7,5,62,8,0,0,33,45,4
1996-11-12,56,0,25,31,0,0,0,2,3,0,1,46,2,2,0,0,0,6,1,42,7,0,0,33,18,5
1996-11-13,72,0,18,53,1,0,0,0,2,0,0,67,0,3,0,0,0,5,6,55,6,0,0,26,41,5
1996-11-14,78,0,32,41,5,0,0,3,11,0,0,61,0,2,1,0,0,5,3,67,3,0,0,37,36,5
1996-11-15,64,0,27,37,0,0,0,1,12,0,0,48,0,3,0,0,0,3,2,48,11,0,0,28,33,3
1996-11-16,41,0,22,18,1,0,0,0,9,0,0,30,0,2,0,0,0,1,1,33,6,0,0,18,19,4
1996-11-17,20,0,16,4,0,0,0,1,15,0,0,4,0,0,0,0,0,2,1,15,2,0,0,8,10,2
1996-11-18,79,0,24,47,7,0,1,2,2,0,0,74,0,1,0,0,0,10,2,60,7,0,0,33,43,3
1996-11-19,77,7,61,7,1,1,0,2,38,9,0,14,0,1,11,2,0,5,1,59,12,0,0,38,30,9
1996-11-20,57,0,27,29,1,0,0,3,13,0,0,37,2,2,0,0,0,3,2,41,11,0,0,23,31,3
1996-11-21,58,0,12,36,10,0,0,5,1,0,0,49,0,1,2,0,0,4,3,50,1,0,0,27,26,5
1996-11-22,70,0,39,22,9,0,0,4,14,1,0,50,0,0,1,0,0,7,3,53,7,0,0,30,37,3
1996-11-23,44,0,19,16,9,0,0,0,4,0,0,38,0,1,1,0,0,4,0,37,3,0,0,9,35,0
1996-11-24,17,0,14,3,0,0,0,0,11,0,0,4,1,0,1,0,0,2,0,13,2,0,0,9,7,1
1996-11-25,69,1,41,26,1,0,0,4,12,0,0,45,4,1,3,0,0,5,2,56,6,0,0,26,34,9
1996-11-26,58,0,16,40,2,0,0,3,2,0,0,50,0,3,0,0,0,4,2,47,5,0,0,21,32,5
1996-11-27,60,0,24,30,5,0,1,2,4,0,0,50,1,2,1,0,0,5,2,45,8,0,0,32,25,3
1996-11-28,73,0,37,17,19,0,0,3,10,0,10,46,0,2,2,0,0,2,4,53,14,0,0,28,42,3
1996-11-29,71,0,55,16,0,0,0,2,26,0,0,37,0,3,3,0,0,2,2,60,7,0,0,27,37,7
1996-11-30,40,0,22,18,0,0,0,0,2,0,0,37,0,1,0,0,0,2,1,36,1,0,0,9,26,5
1996-12-01,81,0,46,35,0,0,0,3,21,0,1,52,1,1,2,0,0,4,2,62,13,0,0,41,35,5
1996-12-02,61,0,43,18,0,0,0,1,21,0,0,34,0,0,5,0,0,4,3,44,10,0,0,15,38,8
1996-12-03,31,1,8,21,1,0,0,2,3,3,0,21,1,0,0,1,0,0,2,26,3,0,0,9,18,4
1996-12-04,40,0,29,11,0,0,0,1,24,1,1,12,0,0,1,0,0,5,0,33,2,0,0,5,31,4
1996-12-05,45,0,1,44,0,0,0,0,1,0,0,44,0,0,0,0,0,2,3,39,1,0,0,2,43,0
1996-12-06,93,0,2,91,0,0,0,0,1,0,0,89,1,2,0,0,0,4,7,78,4,0,0,4,89,0
